;head;neck;right_shoulder;right_elbow;right_wrist;left_shoulder;left_elbow;left_wrist;right_hip;right_knee;right_foot;left_hip;left_knee;left_foot;right_eye;left_eye;right_ear;left_ear;indet
0;(617, 101);(684, 123);(662, 123);(662, 235);(639, 258);(685, 123);(707, 236);(639, 281);(707, 303);(707, 438);(707, 573);(707, 303);(662, 438);(662, 574);(617, 79);(639, 78);(640, 101);(662, 78);(0, 0)
1;(617, 101);(684, 124);(662, 123);(662, 213);(639, 258);(706, 123);(707, 236);(639, 281);(706, 303);(707, 438);(729, 574);(707, 303);(662, 438);(640, 595);(617, 79);(639, 78);(640, 101);(662, 78);(0, 0)
2;(639, 101);(684, 124);(662, 123);(662, 213);(639, 258);(707, 123);(707, 235);(639, 281);(706, 303);(707, 438);(729, 574);(707, 303);(662, 438);(640, 574);(617, 100);(639, 78);(640, 101);(662, 78);(0, 0)
3;(639, 101);(684, 124);(662, 123);(662, 213);(639, 258);(707, 123);(707, 236);(640, 281);(707, 303);(707, 438);(729, 574);(707, 303);(662, 438);(640, 573);(617, 100);(639, 78);(640, 101);(662, 78);(0, 0)
4;(639, 101);(684, 124);(662, 124);(662, 213);(640, 258);(707, 123);(729, 236);(640, 281);(707, 303);(729, 438);(751, 573);(729, 303);(662, 438);(640, 573);(617, 100);(640, 79);(662, 101);(684, 78);(0, 0)
5;(639, 101);(685, 124);(662, 124);(662, 213);(640, 258);(707, 123);(729, 236);(640, 280);(707, 303);(729, 439);(752, 595);(729, 303);(662, 438);(640, 573);(618, 100);(640, 78);(662, 101);(684, 78);(0, 0)
6;(639, 101);(685, 145);(662, 124);(662, 213);(640, 258);(707, 124);(729, 236);(640, 280);(707, 303);(729, 439);(752, 595);(729, 303);(662, 438);(640, 573);(639, 79);(640, 78);(662, 101);(684, 78);(0, 0)
7;(639, 101);(685, 124);(662, 145);(662, 214);(640, 258);(707, 124);(729, 236);(640, 259);(707, 303);(729, 439);(752, 573);(729, 303);(662, 439);(640, 596);(639, 79);(640, 78);(662, 100);(684, 78);(0, 0)
8;(640, 101);(685, 124);(684, 124);(662, 214);(640, 258);(707, 123);(729, 236);(640, 259);(707, 304);(729, 439);(774, 573);(707, 304);(662, 439);(640, 596);(639, 79);(640, 78);(662, 100);(684, 78);(0, 0)
9;(640, 101);(685, 124);(684, 124);(662, 214);(640, 258);(707, 124);(729, 236);(640, 259);(707, 304);(729, 460);(774, 573);(707, 304);(662, 460);(662, 596);(639, 79);(640, 78);(662, 100);(684, 78);(0, 0)
10;(640, 100);(685, 124);(684, 124);(662, 213);(640, 258);(707, 123);(729, 236);(640, 258);(707, 304);(729, 460);(774, 573);(707, 304);(662, 460);(662, 596);(639, 79);(640, 78);(662, 79);(684, 78);(0, 0)
11;(640, 100);(685, 124);(684, 124);(662, 213);(639, 258);(707, 123);(729, 236);(640, 258);(685, 303);(707, 439);(774, 573);(707, 304);(662, 460);(662, 596);(639, 78);(640, 78);(662, 79);(684, 78);(0, 0)
12;(640, 100);(685, 124);(684, 124);(684, 213);(640, 258);(707, 123);(729, 236);(640, 258);(685, 303);(707, 460);(775, 573);(707, 304);(662, 460);(662, 596);(640, 78);(662, 78);(662, 78);(684, 78);(0, 0)
13;(640, 79);(685, 123);(662, 123);(662, 213);(639, 236);(707, 123);(729, 235);(640, 258);(685, 303);(707, 460);(774, 573);(707, 303);(684, 460);(684, 596);(639, 78);(661, 78);(662, 78);(684, 56);(0, 0)
14;(640, 79);(685, 123);(684, 123);(662, 213);(640, 236);(707, 123);(729, 235);(640, 258);(685, 303);(685, 460);(774, 551);(707, 303);(684, 460);(684, 596);(640, 78);(662, 78);(662, 78);(684, 56);(0, 0)
15;(640, 79);(685, 123);(662, 123);(662, 213);(639, 236);(707, 123);(729, 235);(640, 236);(685, 303);(685, 460);(774, 551);(707, 303);(684, 439);(685, 596);(639, 78);(662, 78);(662, 78);(684, 56);(0, 0)
16;(640, 78);(685, 123);(684, 123);(662, 213);(640, 214);(707, 123);(729, 235);(640, 236);(685, 303);(685, 460);(774, 551);(707, 303);(684, 460);(707, 596);(640, 78);(662, 78);(662, 78);(684, 56);(0, 0)
17;(640, 78);(685, 123);(684, 123);(662, 213);(640, 214);(707, 123);(729, 214);(640, 236);(685, 303);(684, 460);(752, 550);(729, 303);(685, 461);(707, 596);(640, 78);(662, 78);(662, 78);(684, 56);(0, 0)
18;(640, 78);(685, 123);(684, 123);(684, 213);(640, 214);(707, 123);(707, 235);(639, 236);(706, 303);(662, 438);(751, 551);(729, 303);(707, 460);(707, 596);(640, 78);(662, 78);(662, 78);(684, 56);(0, 0)
19;(640, 78);(685, 123);(684, 123);(684, 213);(639, 236);(707, 123);(707, 214);(639, 236);(707, 303);(662, 438);(707, 596);(729, 303);(707, 460);(729, 596);(640, 78);(662, 78);(662, 78);(684, 56);(0, 0)
20;(640, 78);(685, 123);(684, 123);(684, 213);(639, 236);(707, 123);(707, 214);(639, 236);(707, 303);(662, 438);(707, 574);(729, 303);(707, 460);(729, 596);(640, 78);(662, 78);(662, 78);(685, 56);(0, 0)
21;(640, 78);(685, 123);(684, 123);(684, 235);(639, 258);(707, 123);(707, 214);(639, 236);(707, 303);(662, 438);(684, 573);(729, 303);(707, 439);(730, 596);(640, 78);(662, 56);(662, 78);(685, 56);(0, 0)
22;(640, 78);(685, 123);(684, 123);(684, 213);(640, 214);(707, 123);(707, 214);(639, 236);(707, 303);(662, 438);(662, 573);(729, 303);(729, 460);(751, 596);(640, 78);(662, 78);(662, 78);(685, 56);(0, 0)
23;(640, 78);(685, 123);(684, 123);(662, 213);(640, 214);(707, 123);(707, 214);(639, 236);(707, 303);(662, 438);(662, 573);(729, 303);(729, 460);(752, 596);(640, 78);(662, 78);(662, 78);(685, 56);(0, 0)
24;(640, 78);(706, 123);(684, 123);(662, 213);(640, 235);(707, 123);(707, 214);(639, 236);(707, 303);(662, 416);(640, 551);(729, 303);(729, 460);(752, 596);(640, 78);(662, 78);(662, 78);(685, 56);(0, 0)
25;(640, 79);(706, 123);(684, 123);(662, 213);(640, 236);(707, 123);(707, 214);(639, 236);(707, 303);(662, 438);(639, 551);(729, 303);(730, 460);(774, 596);(640, 78);(662, 78);(662, 78);(685, 56);(0, 0)
26;(640, 79);(685, 123);(684, 123);(684, 213);(662, 213);(707, 123);(707, 235);(639, 258);(707, 303);(662, 438);(639, 551);(729, 303);(730, 460);(774, 596);(640, 78);(662, 78);(662, 78);(685, 56);(0, 0)
27;(640, 79);(685, 123);(684, 123);(662, 213);(640, 236);(707, 123);(707, 235);(639, 258);(707, 303);(662, 438);(639, 573);(729, 303);(730, 460);(775, 596);(640, 78);(662, 78);(662, 78);(685, 56);(0, 0)
28;(640, 79);(685, 123);(684, 123);(662, 213);(640, 236);(707, 123);(729, 235);(639, 258);(685, 303);(662, 438);(640, 573);(729, 303);(730, 439);(796, 596);(640, 78);(662, 78);(662, 78);(685, 78);(0, 0)
29;(662, 79);(685, 123);(684, 123);(662, 213);(640, 258);(707, 123);(729, 235);(640, 259);(685, 303);(662, 438);(640, 573);(729, 303);(730, 460);(797, 596);(640, 78);(662, 78);(662, 78);(685, 78);(0, 0)
30;(662, 79);(706, 123);(684, 123);(662, 213);(640, 258);(707, 123);(729, 235);(640, 259);(684, 303);(662, 438);(662, 573);(707, 303);(730, 460);(797, 595);(640, 78);(662, 78);(662, 78);(685, 78);(34, 0)
31;(662, 79);(706, 123);(684, 123);(662, 213);(640, 258);(707, 123);(729, 235);(640, 280);(684, 303);(662, 438);(662, 573);(707, 303);(729, 439);(797, 573);(640, 78);(662, 78);(662, 78);(685, 78);(0, 0)
32;(662, 79);(685, 123);(684, 123);(684, 213);(662, 236);(707, 123);(729, 214);(640, 280);(684, 303);(662, 438);(662, 573);(707, 303);(729, 460);(797, 573);(640, 78);(662, 78);(662, 78);(685, 78);(0, 0)
33;(662, 79);(685, 123);(684, 123);(684, 213);(662, 236);(707, 123);(729, 214);(662, 259);(684, 303);(662, 439);(662, 574);(707, 303);(707, 460);(797, 573);(640, 78);(662, 78);(662, 78);(685, 78);(0, 0)
34;(662, 78);(706, 123);(684, 123);(684, 213);(640, 258);(707, 123);(729, 214);(662, 259);(685, 303);(684, 460);(684, 573);(707, 303);(707, 460);(797, 551);(640, 78);(662, 78);(662, 78);(706, 78);(34, 0)
35;(662, 79);(706, 123);(684, 123);(684, 213);(640, 258);(707, 123);(729, 214);(662, 259);(685, 303);(684, 439);(684, 574);(707, 303);(685, 439);(775, 551);(640, 78);(662, 78);(662, 78);(706, 78);(34, 0)
36;(662, 79);(707, 123);(684, 123);(684, 213);(662, 236);(707, 123);(729, 214);(662, 259);(685, 303);(684, 460);(685, 573);(729, 303);(684, 439);(774, 529);(640, 78);(662, 78);(662, 78);(707, 78);(34, 0)
37;(662, 79);(707, 123);(684, 123);(685, 213);(640, 258);(707, 123);(730, 214);(662, 259);(706, 303);(684, 460);(707, 573);(729, 303);(684, 439);(774, 550);(640, 78);(662, 78);(662, 78);(707, 78);(0, 0)
38;(662, 79);(707, 123);(684, 123);(685, 213);(640, 258);(707, 123);(730, 214);(662, 259);(707, 303);(684, 438);(707, 551);(729, 303);(662, 438);(752, 551);(640, 78);(662, 78);(662, 78);(707, 78);(0, 0)
39;(662, 79);(707, 123);(684, 123);(685, 213);(662, 258);(729, 123);(730, 235);(662, 259);(707, 303);(685, 438);(729, 551);(729, 303);(662, 438);(730, 551);(640, 78);(662, 78);(662, 78);(707, 56);(0, 0)
40;(662, 79);(707, 123);(684, 123);(684, 213);(662, 258);(729, 123);(730, 235);(662, 259);(707, 303);(707, 438);(707, 573);(729, 303);(662, 438);(729, 573);(640, 78);(662, 78);(662, 78);(707, 78);(0, 0)
41;(662, 79);(707, 123);(684, 123);(685, 213);(662, 258);(729, 123);(730, 235);(662, 259);(707, 303);(707, 439);(730, 574);(729, 303);(662, 438);(707, 574);(640, 78);(662, 78);(662, 78);(707, 78);(34, 0)
42;(662, 79);(707, 123);(684, 124);(684, 213);(662, 258);(729, 123);(730, 235);(662, 259);(707, 303);(707, 438);(730, 573);(729, 303);(662, 438);(684, 596);(640, 78);(662, 78);(662, 78);(707, 78);(34, 0)
43;(662, 79);(707, 124);(684, 145);(685, 213);(662, 258);(729, 123);(751, 235);(662, 259);(707, 303);(729, 439);(752, 573);(729, 303);(662, 438);(662, 595);(662, 78);(662, 78);(662, 78);(707, 78);(34, 0)
44;(662, 79);(707, 124);(684, 145);(684, 213);(662, 258);(729, 123);(751, 235);(662, 259);(707, 303);(729, 439);(752, 573);(729, 303);(684, 438);(661, 574);(662, 78);(662, 78);(662, 78);(707, 78);(34, 0)
45;(662, 79);(707, 124);(684, 145);(684, 213);(662, 258);(729, 124);(751, 236);(662, 280);(707, 303);(729, 438);(774, 573);(729, 303);(684, 438);(640, 573);(662, 78);(662, 78);(662, 78);(707, 78);(34, 0)
46;(662, 79);(707, 145);(684, 146);(684, 214);(662, 258);(729, 124);(751, 236);(662, 280);(707, 303);(730, 438);(774, 573);(729, 304);(684, 438);(639, 573);(662, 78);(662, 78);(662, 78);(707, 78);(0, 0)
47;(662, 100);(707, 145);(684, 145);(684, 235);(662, 258);(729, 124);(751, 236);(662, 281);(707, 304);(751, 460);(775, 573);(729, 304);(684, 439);(639, 573);(662, 78);(662, 78);(662, 78);(707, 78);(0, 0)
48;(662, 100);(707, 145);(684, 145);(684, 235);(662, 258);(729, 124);(751, 236);(662, 281);(707, 304);(752, 460);(796, 573);(729, 304);(684, 439);(640, 573);(662, 78);(662, 78);(662, 78);(707, 78);(0, 0)
49;(662, 100);(707, 145);(684, 145);(684, 235);(662, 258);(729, 145);(751, 236);(662, 281);(707, 304);(752, 460);(797, 573);(729, 304);(684, 460);(640, 595);(662, 78);(662, 78);(684, 100);(707, 78);(0, 0)
50;(662, 100);(707, 145);(684, 145);(684, 235);(662, 259);(729, 145);(751, 236);(662, 281);(707, 304);(751, 460);(797, 573);(729, 304);(662, 439);(640, 596);(662, 78);(662, 78);(684, 100);(707, 78);(0, 0)
51;(662, 100);(707, 145);(685, 145);(684, 235);(662, 259);(729, 124);(751, 236);(662, 281);(707, 304);(730, 461);(797, 573);(729, 304);(662, 460);(662, 596);(662, 78);(662, 78);(662, 78);(707, 78);(0, 0)
52;(662, 79);(707, 145);(685, 145);(684, 235);(662, 258);(729, 124);(751, 236);(662, 281);(707, 303);(729, 460);(797, 551);(729, 304);(684, 460);(662, 596);(662, 78);(662, 78);(662, 78);(707, 78);(0, 0)
53;(662, 79);(707, 145);(685, 124);(684, 235);(662, 258);(729, 124);(751, 236);(662, 281);(707, 303);(707, 460);(797, 551);(729, 303);(684, 460);(684, 596);(662, 78);(662, 78);(662, 78);(707, 78);(0, 0)
54;(662, 79);(707, 124);(685, 124);(685, 214);(662, 258);(729, 123);(751, 236);(662, 280);(707, 303);(707, 461);(797, 551);(729, 303);(685, 461);(684, 596);(662, 78);(662, 78);(684, 79);(707, 78);(0, 0)
55;(662, 78);(707, 123);(685, 123);(685, 214);(662, 258);(729, 123);(751, 235);(662, 280);(707, 303);(706, 460);(796, 550);(729, 303);(685, 460);(706, 596);(662, 78);(662, 78);(684, 78);(707, 78);(34, 0)
56;(662, 78);(707, 123);(685, 123);(685, 213);(662, 258);(729, 123);(751, 235);(662, 280);(707, 303);(685, 439);(774, 529);(729, 303);(685, 460);(707, 596);(662, 78);(662, 78);(684, 78);(707, 78);(34, 0)
57;(662, 78);(707, 123);(685, 123);(685, 213);(662, 258);(729, 123);(751, 235);(662, 280);(707, 303);(684, 460);(774, 550);(729, 303);(707, 460);(707, 596);(662, 78);(662, 78);(684, 78);(707, 56);(34, 0)
58;(662, 78);(707, 123);(685, 123);(685, 213);(662, 258);(729, 123);(730, 235);(662, 280);(707, 303);(684, 439);(752, 550);(729, 303);(707, 460);(729, 596);(662, 78);(684, 78);(684, 78);(707, 56);(34, 0)
59;(662, 78);(707, 123);(685, 123);(685, 213);(662, 258);(729, 123);(730, 235);(662, 280);(707, 303);(662, 438);(729, 596);(729, 303);(707, 439);(729, 596);(662, 78);(684, 78);(684, 78);(707, 56);(34, 0)
60;(662, 78);(707, 123);(685, 123);(684, 213);(662, 258);(729, 123);(730, 235);(662, 280);(707, 303);(662, 438);(707, 573);(729, 303);(729, 439);(752, 596);(662, 78);(684, 78);(684, 78);(707, 56);(0, 0)
61;(662, 78);(707, 123);(685, 123);(685, 213);(662, 258);(729, 123);(730, 235);(662, 259);(707, 303);(662, 438);(685, 573);(730, 303);(729, 460);(752, 596);(662, 78);(684, 78);(684, 78);(707, 56);(0, 0)
62;(662, 78);(707, 123);(706, 123);(685, 213);(662, 258);(729, 123);(730, 235);(662, 259);(707, 303);(662, 438);(662, 573);(730, 303);(730, 460);(774, 596);(662, 78);(684, 78);(684, 78);(707, 56);(0, 0)
63;(662, 78);(707, 123);(706, 123);(685, 213);(662, 258);(729, 123);(730, 235);(662, 259);(707, 303);(662, 438);(662, 573);(730, 303);(752, 460);(774, 596);(662, 78);(684, 78);(684, 78);(707, 56);(0, 0)
64;(662, 79);(707, 123);(685, 124);(685, 213);(662, 258);(729, 123);(730, 235);(662, 280);(707, 303);(662, 438);(640, 551);(730, 303);(752, 460);(775, 596);(662, 78);(684, 78);(684, 78);(707, 78);(0, 0)
65;(662, 79);(707, 124);(685, 124);(685, 213);(662, 258);(729, 123);(730, 236);(662, 280);(707, 303);(662, 438);(639, 551);(730, 303);(752, 460);(796, 596);(662, 78);(684, 78);(684, 78);(707, 78);(0, 0)
66;(662, 79);(707, 124);(685, 124);(685, 214);(662, 258);(729, 124);(730, 236);(662, 280);(707, 303);(662, 438);(639, 551);(730, 303);(752, 461);(797, 596);(662, 78);(684, 78);(684, 78);(707, 78);(0, 0)
67;(662, 100);(707, 124);(685, 124);(684, 235);(662, 258);(729, 124);(730, 236);(662, 280);(707, 303);(662, 438);(639, 573);(729, 304);(752, 461);(819, 596);(662, 78);(684, 78);(684, 79);(707, 78);(0, 0)
68;(662, 100);(707, 145);(685, 124);(684, 235);(640, 281);(729, 124);(730, 236);(662, 281);(685, 304);(662, 439);(639, 573);(729, 304);(752, 461);(819, 595);(662, 78);(684, 78);(684, 79);(707, 78);(0, 0)
69;(662, 101);(707, 145);(685, 124);(684, 236);(640, 281);(729, 124);(730, 236);(662, 281);(685, 304);(662, 438);(640, 573);(729, 304);(752, 461);(819, 595);(662, 78);(684, 78);(684, 79);(707, 78);(0, 0)
70;(662, 100);(707, 145);(685, 124);(684, 236);(640, 281);(729, 124);(730, 236);(662, 281);(685, 304);(662, 439);(662, 573);(729, 304);(751, 461);(819, 573);(662, 78);(684, 78);(684, 79);(707, 78);(0, 0)
71;(662, 100);(707, 145);(685, 124);(684, 235);(640, 281);(729, 124);(751, 236);(662, 281);(685, 304);(662, 438);(662, 573);(729, 304);(729, 461);(819, 573);(662, 78);(684, 78);(684, 79);(707, 78);(34, 0)
72;(662, 79);(707, 124);(685, 124);(684, 235);(640, 281);(729, 124);(751, 236);(662, 281);(685, 304);(684, 460);(662, 573);(729, 303);(707, 461);(819, 551);(662, 78);(684, 78);(684, 78);(707, 78);(34, 0)
73;(662, 79);(707, 124);(685, 124);(684, 235);(640, 281);(729, 124);(752, 235);(662, 281);(706, 303);(684, 461);(684, 574);(729, 303);(707, 461);(797, 551);(662, 78);(684, 78);(684, 78);(707, 78);(34, 0)
74;(662, 78);(707, 124);(685, 124);(707, 213);(662, 258);(729, 124);(752, 236);(662, 281);(707, 303);(684, 461);(684, 574);(729, 303);(685, 461);(797, 550);(662, 78);(684, 78);(684, 78);(707, 78);(34, 0)
75;(662, 78);(707, 124);(685, 124);(707, 213);(684, 236);(729, 124);(752, 235);(662, 281);(707, 303);(684, 461);(706, 595);(729, 304);(685, 460);(775, 550);(662, 78);(684, 78);(684, 78);(707, 78);(0, 0)
76;(662, 78);(707, 124);(706, 124);(707, 213);(684, 258);(730, 124);(752, 236);(662, 280);(707, 303);(684, 461);(707, 573);(729, 303);(684, 439);(774, 551);(662, 78);(684, 78);(684, 78);(707, 78);(0, 0)
77;(662, 78);(707, 124);(706, 124);(707, 213);(662, 258);(730, 124);(752, 235);(662, 280);(707, 303);(707, 438);(729, 551);(729, 303);(684, 439);(752, 551);(662, 78);(684, 78);(685, 78);(729, 78);(0, 0)
78;(684, 78);(729, 124);(707, 124);(707, 213);(662, 281);(730, 123);(752, 235);(662, 258);(707, 303);(707, 439);(729, 573);(730, 303);(662, 438);(729, 573);(662, 78);(684, 78);(684, 78);(729, 78);(34, 0)
79;(684, 78);(729, 124);(685, 124);(707, 213);(684, 236);(730, 124);(752, 235);(684, 258);(707, 303);(729, 439);(729, 573);(730, 303);(662, 438);(707, 573);(662, 78);(684, 78);(685, 78);(729, 78);(34, 0)
80;(684, 78);(729, 124);(706, 124);(707, 213);(684, 235);(730, 124);(752, 235);(684, 236);(707, 303);(729, 460);(751, 574);(730, 303);(662, 438);(685, 595);(662, 78);(684, 78);(685, 78);(729, 78);(34, 0)
81;(684, 78);(729, 145);(707, 124);(707, 213);(684, 214);(751, 124);(752, 235);(684, 236);(729, 303);(729, 439);(752, 573);(730, 303);(662, 438);(662, 574);(662, 78);(684, 78);(685, 78);(729, 78);(0, 0)
82;(684, 78);(729, 145);(707, 145);(707, 214);(684, 214);(751, 145);(752, 235);(684, 236);(729, 303);(730, 439);(752, 573);(730, 304);(662, 438);(662, 573);(662, 78);(685, 78);(685, 78);(729, 78);(0, 0)
83;(684, 78);(729, 145);(707, 145);(707, 235);(684, 214);(751, 145);(752, 235);(684, 236);(729, 304);(752, 460);(774, 573);(730, 304);(684, 438);(640, 573);(662, 78);(685, 78);(685, 78);(729, 78);(0, 0)
84;(684, 78);(729, 146);(707, 145);(706, 214);(662, 235);(752, 145);(774, 236);(684, 236);(729, 304);(752, 460);(775, 574);(730, 304);(684, 439);(639, 573);(662, 78);(685, 78);(685, 78);(729, 78);(0, 0)
85;(684, 78);(729, 146);(707, 145);(685, 213);(662, 235);(752, 145);(752, 236);(684, 236);(729, 304);(752, 460);(796, 574);(730, 325);(684, 438);(639, 573);(684, 78);(685, 78);(685, 78);(729, 78);(0, 0)
86;(684, 78);(729, 146);(707, 146);(685, 213);(662, 236);(751, 146);(752, 236);(684, 236);(729, 325);(752, 461);(797, 574);(730, 325);(684, 439);(639, 573);(684, 78);(685, 78);(685, 78);(729, 78);(0, 0)
87;(684, 79);(729, 146);(707, 146);(685, 236);(662, 258);(751, 145);(752, 236);(684, 258);(707, 304);(752, 461);(797, 573);(730, 325);(684, 439);(640, 574);(684, 78);(685, 78);(685, 78);(729, 78);(0, 0)
88;(684, 78);(729, 146);(707, 145);(685, 236);(662, 259);(730, 145);(752, 236);(684, 280);(707, 325);(752, 461);(819, 573);(729, 325);(684, 439);(640, 596);(662, 78);(685, 78);(685, 78);(729, 78);(0, 0)
89;(684, 78);(729, 146);(707, 145);(707, 236);(662, 281);(751, 146);(752, 236);(662, 281);(707, 304);(751, 461);(819, 573);(729, 325);(684, 460);(662, 596);(662, 78);(685, 78);(685, 78);(729, 78);(0, 0)
90;(684, 78);(729, 145);(707, 124);(707, 235);(662, 281);(730, 124);(751, 236);(684, 281);(707, 304);(729, 461);(819, 551);(730, 304);(684, 460);(662, 596);(662, 78);(685, 78);(685, 78);(729, 78);(34, 0)
91;(684, 78);(729, 124);(707, 124);(707, 235);(662, 281);(730, 124);(730, 236);(684, 281);(707, 303);(707, 460);(797, 551);(729, 304);(685, 460);(662, 596);(684, 56);(685, 56);(685, 78);(729, 78);(34, 0)
92;(684, 78);(729, 124);(707, 124);(706, 235);(662, 281);(730, 124);(730, 236);(684, 281);(707, 303);(707, 460);(797, 550);(730, 303);(685, 460);(684, 596);(684, 56);(685, 56);(685, 78);(729, 78);(34, 0)
93;(684, 78);(729, 124);(707, 124);(706, 214);(662, 281);(730, 124);(730, 236);(684, 303);(707, 303);(707, 460);(796, 529);(730, 303);(685, 460);(685, 596);(684, 56);(685, 56);(707, 78);(729, 78);(0, 0)
94;(684, 78);(729, 123);(707, 123);(707, 214);(662, 281);(730, 123);(730, 236);(684, 303);(707, 303);(706, 460);(775, 529);(730, 303);(707, 460);(707, 596);(684, 56);(706, 56);(707, 78);(729, 78);(0, 0)
95;(684, 78);(729, 123);(707, 123);(707, 213);(662, 281);(751, 123);(751, 235);(684, 281);(707, 303);(685, 460);(752, 529);(730, 303);(707, 461);(707, 596);(684, 56);(707, 56);(707, 78);(729, 78);(101, 0)
96;(684, 78);(729, 123);(707, 123);(707, 213);(662, 281);(751, 123);(752, 235);(684, 281);(707, 303);(684, 438);(752, 550);(730, 303);(729, 439);(729, 596);(684, 56);(707, 56);(707, 78);(729, 78);(101, 0)
97;(685, 78);(729, 123);(707, 123);(707, 213);(662, 281);(751, 123);(752, 214);(684, 281);(707, 303);(662, 438);(707, 573);(730, 303);(729, 460);(729, 596);(684, 56);(707, 56);(707, 78);(730, 78);(0, 0)
98;(685, 78);(729, 123);(707, 123);(707, 213);(662, 281);(752, 123);(752, 235);(684, 281);(707, 303);(662, 438);(707, 573);(730, 303);(729, 439);(751, 596);(684, 56);(707, 56);(685, 56);(730, 78);(0, 0)
99;(685, 78);(729, 123);(707, 123);(707, 214);(662, 281);(752, 123);(752, 235);(684, 281);(707, 303);(662, 438);(685, 573);(751, 303);(730, 460);(752, 596);(684, 56);(707, 56);(685, 56);(730, 78);(0, 0)
100;(685, 78);(729, 123);(707, 124);(707, 214);(662, 281);(752, 123);(752, 235);(684, 281);(707, 303);(662, 438);(662, 573);(751, 303);(752, 439);(752, 596);(685, 56);(707, 56);(685, 56);(730, 78);(0, 0)
101;(685, 78);(729, 123);(707, 124);(707, 235);(662, 281);(752, 123);(752, 235);(684, 281);(707, 303);(662, 438);(662, 573);(751, 303);(752, 460);(774, 596);(685, 56);(707, 56);(685, 56);(730, 78);(0, 0)
102;(685, 78);(729, 124);(707, 124);(707, 236);(662, 281);(752, 123);(752, 236);(685, 281);(707, 303);(662, 438);(640, 551);(752, 303);(752, 461);(775, 596);(685, 56);(707, 56);(707, 78);(730, 78);(0, 0)
103;(685, 78);(729, 124);(707, 124);(707, 236);(662, 281);(752, 124);(752, 236);(684, 281);(707, 303);(662, 438);(639, 551);(751, 303);(752, 461);(797, 596);(685, 56);(707, 56);(729, 101);(730, 78);(0, 0)
104;(685, 78);(729, 145);(707, 145);(707, 236);(662, 281);(752, 145);(752, 236);(685, 281);(707, 304);(662, 439);(639, 573);(751, 304);(752, 461);(797, 596);(685, 56);(707, 56);(729, 101);(751, 78);(34, 0)
105;(685, 78);(729, 146);(707, 145);(707, 236);(662, 281);(752, 145);(752, 236);(684, 303);(707, 304);(662, 438);(639, 573);(751, 304);(752, 461);(819, 596);(685, 78);(707, 78);(729, 101);(751, 78);(0, 0)
106;(706, 78);(729, 146);(707, 146);(707, 236);(684, 281);(752, 146);(752, 236);(685, 303);(707, 304);(662, 438);(640, 573);(730, 304);(752, 461);(819, 595);(685, 78);(707, 78);(729, 101);(751, 78);(0, 0)
107;(706, 78);(729, 146);(707, 146);(707, 236);(662, 303);(752, 146);(752, 236);(685, 303);(707, 304);(662, 438);(662, 573);(730, 325);(752, 461);(819, 595);(685, 78);(707, 78);(729, 101);(751, 78);(0, 0)
108;(707, 78);(729, 146);(707, 146);(706, 236);(684, 281);(752, 145);(752, 236);(685, 303);(707, 303);(662, 438);(662, 573);(729, 304);(752, 461);(819, 573);(685, 78);(707, 78);(729, 101);(751, 78);(0, 0)
109;(707, 78);(729, 145);(707, 145);(707, 236);(662, 281);(752, 145);(752, 236);(685, 281);(707, 303);(684, 438);(662, 573);(729, 304);(730, 461);(819, 573);(685, 78);(707, 78);(707, 78);(751, 78);(0, 0)
110;(707, 78);(729, 145);(707, 145);(707, 236);(662, 281);(752, 145);(752, 236);(684, 281);(707, 303);(684, 460);(684, 574);(730, 303);(729, 461);(819, 551);(685, 78);(707, 78);(707, 78);(751, 78);(0, 0)
111;(707, 78);(729, 145);(707, 145);(707, 236);(662, 281);(752, 145);(752, 236);(684, 281);(707, 303);(685, 461);(684, 574);(730, 303);(707, 461);(819, 551);(685, 78);(707, 78);(707, 78);(752, 78);(34, 0)
112;(707, 78);(729, 145);(707, 145);(707, 236);(662, 281);(752, 124);(752, 235);(684, 281);(707, 303);(685, 461);(685, 595);(730, 303);(706, 460);(797, 551);(706, 56);(707, 78);(729, 100);(752, 78);(34, 0)
113;(707, 78);(729, 145);(707, 145);(707, 235);(662, 281);(752, 124);(752, 235);(684, 281);(707, 303);(706, 461);(707, 574);(730, 303);(685, 460);(775, 551);(707, 56);(707, 56);(707, 78);(752, 78);(34, 0)
114;(707, 78);(729, 124);(707, 124);(707, 235);(662, 281);(752, 124);(752, 235);(684, 281);(729, 303);(707, 460);(707, 573);(751, 303);(685, 439);(774, 551);(707, 56);(707, 56);(707, 78);(752, 78);(34, 0)
115;(707, 78);(729, 145);(707, 145);(707, 235);(662, 281);(752, 124);(752, 235);(684, 281);(729, 303);(729, 438);(730, 551);(752, 303);(684, 438);(752, 551);(707, 56);(729, 56);(707, 78);(752, 78);(34, 0)
116;(707, 78);(730, 124);(707, 145);(706, 235);(662, 281);(752, 124);(774, 235);(684, 281);(729, 303);(729, 438);(730, 573);(752, 303);(684, 438);(730, 573);(707, 56);(729, 56);(707, 78);(752, 78);(0, 0)
117;(707, 78);(729, 145);(707, 145);(685, 214);(685, 258);(752, 124);(774, 235);(685, 281);(729, 303);(730, 439);(730, 573);(752, 303);(684, 438);(729, 574);(707, 56);(729, 56);(707, 78);(752, 78);(0, 0)
