;head;neck;right_shoulder;right_elbow;right_wrist;left_shoulder;left_elbow;left_wrist;right_hip;right_knee;right_foot;left_hip;left_knee;left_foot;right_eye;left_eye;right_ear;left_ear;indet
0;(460, 146);(392, 169);(370, 190);(303, 236);(370, 303);(415, 190);(415, 258);(460, 236);(370, 348);(347, 483);(347, 618);(393, 348);(460, 461);(460, 618);(459, 145);(460, 146);(415, 123);(572, 664);(0, 0)
1;(460, 146);(393, 190);(392, 190);(325, 236);(370, 281);(415, 191);(437, 258);(482, 236);(370, 348);(347, 483);(347, 618);(393, 349);(460, 483);(482, 618);(460, 145);(460, 146);(415, 123);(572, 663);(0, 0)
2;(460, 146);(393, 190);(392, 190);(325, 236);(392, 303);(415, 191);(437, 236);(482, 235);(370, 348);(348, 483);(347, 618);(393, 348);(460, 483);(504, 618);(460, 145);(460, 146);(437, 123);(594, 663);(0, 0)
3;(460, 146);(415, 190);(393, 190);(325, 236);(392, 303);(415, 191);(437, 236);(482, 214);(370, 348);(348, 483);(347, 618);(415, 348);(460, 483);(505, 618);(460, 145);(482, 146);(437, 123);(460, 124);(0, 0)
4;(482, 146);(415, 190);(415, 190);(347, 258);(393, 303);(437, 191);(459, 236);(482, 213);(392, 349);(348, 483);(347, 618);(415, 349);(460, 483);(527, 618);(482, 145);(482, 146);(438, 123);(460, 145);(0, 0)
5;(482, 146);(415, 190);(415, 191);(347, 258);(415, 303);(437, 191);(460, 236);(482, 213);(393, 349);(370, 483);(347, 618);(415, 349);(482, 484);(528, 618);(482, 146);(482, 146);(459, 124);(460, 146);(0, 0)
6;(483, 146);(437, 191);(415, 191);(348, 258);(415, 303);(460, 191);(460, 235);(504, 213);(415, 348);(370, 461);(347, 596);(437, 349);(482, 505);(549, 618);(483, 145);(505, 146);(460, 124);(482, 124);(0, 0)
7;(505, 146);(438, 191);(437, 191);(370, 258);(437, 303);(460, 191);(482, 214);(460, 326);(415, 348);(370, 461);(347, 596);(438, 349);(504, 506);(550, 618);(504, 146);(483, 146);(460, 124);(482, 146);(0, 0)
8;(505, 146);(460, 191);(438, 191);(392, 258);(438, 303);(482, 191);(370, 258);(460, 304);(437, 348);(392, 461);(347, 596);(460, 349);(505, 505);(550, 618);(505, 145);(505, 146);(482, 124);(482, 168);(0, 0)
9;(527, 146);(460, 191);(460, 191);(393, 258);(460, 303);(482, 191);(482, 326);(460, 326);(438, 349);(393, 483);(348, 596);(482, 370);(505, 505);(550, 618);(527, 146);(505, 146);(483, 123);(505, 146);(0, 0)
10;(528, 146);(482, 190);(460, 190);(415, 258);(482, 303);(483, 191);(415, 236);(482, 304);(460, 348);(415, 461);(348, 596);(482, 349);(527, 483);(550, 618);(527, 145);(527, 146);(505, 123);(527, 123);(0, 0)
11;(550, 146);(483, 190);(482, 190);(437, 258);(483, 303);(505, 191);(460, 258);(505, 325);(460, 348);(415, 461);(370, 596);(505, 348);(527, 483);(550, 618);(549, 145);(528, 146);(505, 123);(527, 124);(0, 0)
12;(550, 146);(505, 169);(504, 190);(438, 258);(505, 303);(527, 191);(437, 258);(527, 303);(482, 348);(437, 483);(370, 596);(505, 348);(528, 483);(572, 618);(550, 124);(550, 146);(527, 123);(527, 168);(0, 0)
13;(572, 146);(505, 169);(505, 169);(460, 258);(527, 303);(527, 191);(460, 258);(527, 326);(504, 348);(438, 483);(392, 596);(527, 348);(528, 483);(572, 618);(572, 145);(550, 146);(528, 123);(550, 124);(0, 0)
14;(572, 146);(527, 169);(527, 169);(460, 236);(527, 303);(528, 190);(460, 258);(549, 303);(505, 348);(460, 483);(393, 595);(527, 348);(550, 483);(572, 618);(572, 124);(572, 146);(549, 123);(549, 146);(0, 0)
15;(594, 146);(528, 169);(528, 169);(482, 236);(550, 303);(550, 190);(482, 236);(550, 325);(527, 348);(505, 483);(415, 596);(549, 348);(550, 484);(572, 619);(594, 145);(573, 146);(572, 123);(572, 124);(0, 0)
16;(595, 146);(549, 169);(549, 169);(483, 258);(550, 303);(572, 191);(572, 236);(550, 304);(528, 348);(527, 483);(438, 595);(550, 348);(550, 483);(572, 619);(595, 145);(594, 146);(572, 123);(572, 146);(0, 0)
17;(595, 146);(550, 169);(549, 190);(504, 258);(550, 303);(572, 191);(572, 236);(572, 304);(549, 348);(527, 484);(460, 596);(550, 348);(550, 484);(572, 619);(595, 124);(617, 146);(572, 123);(594, 123);(0, 0)
18;(617, 146);(550, 190);(550, 190);(505, 258);(572, 303);(572, 191);(572, 258);(572, 325);(550, 348);(550, 484);(482, 596);(550, 348);(550, 484);(572, 618);(617, 145);(595, 146);(573, 123);(595, 124);(0, 0)
19;(617, 146);(572, 190);(550, 190);(505, 258);(572, 303);(572, 191);(505, 236);(572, 326);(550, 348);(550, 505);(483, 596);(572, 348);(572, 505);(572, 618);(617, 145);(617, 146);(594, 123);(684, 663);(0, 0)
20;(617, 146);(572, 169);(550, 190);(505, 258);(572, 303);(572, 190);(505, 236);(572, 325);(550, 348);(572, 484);(505, 596);(572, 348);(572, 505);(572, 618);(617, 146);(617, 146);(594, 124);(684, 663);(0, 0)
21;(617, 146);(572, 169);(572, 169);(505, 258);(572, 303);(594, 191);(505, 258);(594, 303);(550, 348);(572, 484);(527, 618);(572, 348);(572, 484);(572, 618);(617, 146);(639, 146);(594, 124);(685, 663);(0, 0)
22;(639, 146);(572, 169);(572, 169);(527, 236);(572, 303);(594, 191);(549, 258);(595, 303);(572, 348);(595, 484);(527, 618);(572, 348);(572, 483);(572, 618);(617, 146);(639, 146);(595, 123);(617, 124);(0, 0)
23;(639, 146);(572, 169);(572, 190);(527, 258);(594, 303);(594, 191);(527, 258);(595, 325);(572, 348);(617, 483);(549, 618);(572, 348);(572, 483);(550, 618);(639, 146);(617, 146);(595, 123);(617, 145);(0, 0)
24;(639, 168);(572, 190);(572, 190);(527, 258);(594, 303);(594, 191);(527, 236);(595, 326);(572, 348);(617, 483);(550, 618);(572, 348);(550, 484);(550, 618);(639, 146);(617, 146);(617, 124);(617, 146);(0, 0)
25;(639, 146);(572, 169);(572, 190);(527, 258);(594, 303);(595, 191);(527, 258);(595, 325);(572, 348);(617, 483);(572, 618);(572, 348);(550, 483);(550, 618);(639, 146);(639, 146);(617, 124);(617, 146);(0, 0)
26;(640, 146);(594, 169);(573, 190);(527, 258);(594, 303);(595, 190);(527, 258);(595, 304);(572, 348);(639, 483);(572, 618);(572, 348);(550, 483);(572, 618);(639, 146);(639, 146);(617, 124);(617, 146);(0, 0)
27;(640, 146);(594, 169);(594, 169);(528, 236);(594, 303);(595, 190);(527, 258);(595, 304);(572, 348);(640, 483);(572, 618);(572, 348);(572, 483);(550, 618);(640, 146);(640, 146);(617, 124);(752, 663);(0, 0)
28;(640, 146);(594, 169);(594, 169);(549, 236);(595, 303);(595, 190);(550, 258);(595, 304);(572, 348);(640, 483);(594, 618);(572, 348);(572, 483);(572, 618);(640, 146);(640, 146);(617, 124);(730, 663);(0, 0)
29;(640, 146);(594, 169);(595, 169);(549, 236);(595, 303);(617, 191);(572, 258);(617, 303);(573, 348);(662, 483);(595, 618);(572, 348);(572, 484);(550, 618);(640, 146);(640, 146);(617, 124);(752, 663);(0, 0)
30;(662, 168);(595, 169);(595, 190);(549, 236);(617, 303);(617, 191);(550, 258);(617, 304);(594, 348);(662, 483);(617, 618);(572, 348);(572, 484);(550, 618);(640, 146);(640, 146);(617, 124);(730, 663);(0, 0)
31;(662, 146);(595, 169);(595, 190);(550, 236);(617, 303);(617, 191);(550, 258);(617, 304);(594, 348);(662, 483);(617, 618);(572, 348);(572, 484);(572, 618);(662, 146);(640, 146);(639, 124);(729, 663);(0, 0)
32;(662, 168);(595, 169);(595, 190);(550, 258);(617, 303);(617, 190);(550, 258);(617, 326);(594, 348);(684, 483);(639, 618);(572, 348);(572, 484);(572, 619);(662, 146);(640, 146);(639, 124);(752, 663);(0, 0)
33;(662, 146);(595, 169);(617, 169);(550, 258);(617, 303);(617, 190);(550, 258);(617, 304);(595, 348);(684, 483);(639, 618);(573, 348);(572, 505);(572, 619);(662, 146);(661, 146);(639, 124);(752, 663);(0, 0)
34;(662, 146);(617, 169);(617, 169);(550, 236);(617, 303);(617, 190);(550, 258);(617, 304);(595, 348);(684, 483);(640, 596);(594, 348);(572, 484);(572, 619);(662, 146);(662, 146);(639, 145);(752, 663);(0, 0)
35;(662, 146);(617, 169);(617, 169);(572, 236);(617, 303);(639, 191);(550, 258);(617, 304);(595, 348);(685, 483);(662, 618);(594, 348);(572, 484);(550, 618);(662, 146);(662, 146);(639, 145);(752, 663);(0, 0)
36;(684, 168);(617, 169);(617, 190);(572, 258);(617, 303);(639, 191);(572, 258);(617, 325);(595, 348);(706, 461);(662, 618);(594, 348);(572, 484);(550, 618);(662, 146);(662, 146);(640, 124);(774, 663);(0, 0)
37;(684, 168);(617, 190);(617, 190);(572, 258);(639, 303);(639, 191);(572, 236);(639, 325);(595, 348);(707, 461);(662, 618);(595, 348);(572, 483);(572, 618);(662, 146);(662, 146);(640, 124);(774, 663);(0, 0)
38;(684, 168);(617, 190);(617, 190);(572, 258);(639, 304);(639, 191);(572, 236);(639, 326);(617, 349);(707, 461);(684, 618);(595, 348);(572, 484);(572, 618);(684, 146);(662, 146);(662, 124);(796, 663);(0, 0)
39;(685, 168);(639, 169);(639, 190);(572, 258);(639, 303);(640, 190);(572, 258);(639, 325);(617, 349);(707, 461);(707, 618);(617, 348);(572, 484);(572, 618);(684, 146);(684, 146);(662, 145);(797, 663);(0, 0)
40;(685, 168);(640, 190);(639, 190);(594, 258);(639, 303);(662, 191);(572, 258);(640, 326);(617, 348);(707, 461);(707, 618);(617, 348);(572, 484);(572, 618);(685, 146);(685, 146);(662, 145);(662, 168);(0, 0)
41;(707, 168);(640, 191);(640, 191);(594, 258);(640, 304);(662, 191);(595, 258);(661, 325);(618, 349);(707, 483);(729, 618);(617, 349);(573, 484);(572, 618);(707, 146);(685, 146);(662, 146);(662, 168);(0, 0)
42;(707, 168);(640, 191);(640, 191);(595, 258);(661, 304);(662, 191);(595, 258);(662, 325);(639, 349);(729, 461);(730, 618);(639, 348);(594, 484);(572, 618);(707, 146);(707, 146);(684, 146);(684, 146);(0, 0)
43;(707, 146);(662, 191);(662, 191);(595, 258);(662, 304);(662, 191);(595, 258);(662, 326);(640, 349);(729, 461);(752, 618);(640, 348);(594, 483);(572, 618);(707, 146);(707, 146);(684, 146);(842, 663);(0, 0)
44;(729, 168);(662, 191);(662, 191);(617, 258);(662, 304);(684, 191);(685, 258);(729, 236);(640, 348);(729, 461);(774, 618);(640, 348);(594, 484);(572, 618);(729, 146);(707, 146);(685, 146);(707, 146);(0, 0)
45;(729, 168);(684, 191);(662, 191);(617, 258);(662, 325);(685, 191);(707, 258);(729, 236);(662, 349);(729, 483);(796, 618);(662, 348);(595, 484);(572, 618);(729, 146);(729, 146);(707, 146);(909, 663);(0, 0)
46;(751, 168);(685, 191);(684, 191);(639, 258);(684, 325);(707, 213);(707, 280);(752, 236);(662, 349);(729, 483);(797, 618);(684, 349);(595, 484);(572, 596);(730, 146);(730, 146);(707, 146);(909, 663);(0, 0)
47;(752, 168);(706, 191);(685, 191);(640, 259);(706, 326);(707, 191);(729, 258);(752, 236);(684, 370);(730, 483);(797, 618);(684, 349);(617, 483);(572, 596);(752, 146);(751, 146);(729, 146);(931, 663);(0, 0)
48;(774, 168);(707, 191);(707, 191);(662, 259);(707, 325);(729, 213);(752, 258);(774, 236);(685, 349);(752, 505);(819, 618);(707, 349);(617, 483);(573, 596);(752, 146);(752, 146);(730, 146);(931, 663);(0, 0)
49;(774, 168);(729, 191);(707, 191);(662, 259);(729, 325);(730, 191);(752, 258);(796, 236);(707, 349);(752, 483);(819, 618);(707, 370);(640, 483);(595, 596);(774, 146);(774, 146);(752, 146);(931, 663);(0, 0)
50;(796, 168);(730, 191);(729, 191);(684, 259);(751, 304);(752, 191);(774, 258);(797, 236);(729, 349);(774, 505);(819, 618);(729, 370);(662, 483);(617, 595);(796, 146);(774, 146);(752, 146);(931, 663);(0, 0)
51;(797, 146);(752, 191);(730, 191);(685, 258);(752, 304);(752, 191);(774, 258);(819, 236);(730, 348);(774, 506);(819, 619);(751, 348);(684, 483);(617, 574);(797, 146);(797, 146);(774, 146);(931, 663);(0, 0)
52;(819, 168);(752, 191);(752, 191);(707, 258);(774, 303);(774, 191);(774, 258);(774, 326);(752, 348);(796, 505);(819, 619);(752, 348);(707, 483);(640, 595);(819, 146);(797, 146);(775, 146);(931, 663);(0, 0)
53;(819, 146);(774, 191);(774, 191);(729, 258);(796, 303);(796, 191);(707, 280);(797, 325);(774, 348);(797, 505);(819, 640);(774, 348);(730, 484);(662, 574);(819, 146);(819, 146);(797, 145);(796, 168);(0, 0)
54;(841, 146);(775, 191);(774, 191);(729, 258);(797, 303);(797, 191);(797, 281);(797, 326);(774, 348);(797, 505);(819, 618);(796, 348);(752, 505);(685, 596);(841, 146);(819, 146);(797, 145);(931, 663);(0, 0)
55;(842, 146);(796, 191);(775, 191);(751, 258);(819, 303);(797, 191);(729, 280);(819, 303);(796, 348);(797, 484);(819, 618);(797, 348);(774, 506);(707, 596);(841, 146);(841, 146);(819, 145);(932, 663);(0, 0)
56;(864, 168);(797, 191);(797, 191);(752, 258);(819, 303);(797, 191);(774, 258);(819, 325);(797, 348);(819, 483);(819, 640);(797, 348);(797, 483);(730, 596);(842, 146);(842, 146);(819, 145);(954, 663);(0, 0)
57;(864, 146);(797, 191);(797, 191);(752, 258);(820, 303);(819, 191);(752, 259);(819, 326);(797, 348);(820, 483);(819, 641);(819, 348);(819, 484);(774, 596);(864, 146);(864, 146);(841, 145);(976, 663);(0, 0)
58;(864, 146);(819, 191);(819, 191);(774, 258);(841, 303);(819, 191);(796, 258);(842, 326);(797, 348);(797, 483);(819, 618);(819, 348);(864, 483);(819, 574);(864, 146);(864, 146);(842, 145);(976, 663);(0, 0)
59;(886, 168);(819, 191);(819, 191);(774, 259);(842, 303);(819, 191);(774, 258);(842, 326);(819, 348);(819, 484);(819, 618);(820, 348);(886, 483);(819, 596);(886, 146);(864, 146);(864, 145);(976, 663);(0, 0)
60;(887, 168);(819, 191);(820, 191);(796, 258);(842, 303);(841, 191);(774, 259);(842, 326);(819, 348);(819, 483);(819, 618);(841, 349);(909, 483);(864, 595);(886, 146);(886, 146);(864, 145);(864, 146);(0, 0)
61;(887, 168);(841, 191);(842, 191);(797, 258);(864, 303);(841, 191);(774, 280);(864, 326);(819, 348);(819, 483);(819, 618);(842, 348);(909, 461);(886, 595);(887, 146);(887, 146);(864, 145);(886, 146);(0, 0)
62;(909, 168);(842, 191);(864, 191);(819, 259);(886, 304);(841, 191);(796, 280);(886, 326);(842, 348);(819, 505);(819, 618);(864, 349);(931, 461);(931, 618);(909, 146);(909, 146);(886, 146);(887, 146);(0, 0)
63;(931, 168);(864, 191);(864, 191);(819, 259);(886, 304);(842, 191);(796, 280);(887, 326);(842, 348);(820, 483);(819, 618);(864, 349);(931, 483);(954, 618);(909, 146);(909, 146);(887, 146);(909, 146);(0, 0)
64;(931, 168);(864, 191);(886, 191);(841, 259);(887, 304);(842, 191);(797, 281);(887, 326);(864, 348);(841, 484);(819, 618);(864, 348);(932, 483);(954, 618);(931, 146);(931, 146);(909, 146);(909, 146);(0, 0)
65;(932, 168);(886, 191);(887, 191);(842, 280);(909, 325);(864, 191);(797, 281);(931, 326);(864, 349);(841, 505);(819, 618);(864, 348);(932, 505);(976, 618);(931, 146);(931, 146);(909, 146);(797, 281);(0, 0)
66;(954, 168);(886, 191);(909, 191);(864, 280);(909, 325);(864, 191);(797, 281);(909, 326);(886, 349);(932, 505);(819, 618);(886, 349);(842, 505);(998, 618);(954, 146);(932, 146);(931, 146);(931, 146);(0, 0)
67;(954, 168);(887, 191);(909, 191);(864, 280);(931, 325);(886, 191);(819, 281);(820, 258);(887, 349);(842, 484);(819, 618);(887, 349);(932, 484);(999, 618);(954, 146);(954, 146);(931, 146);(819, 281);(0, 0)
68;(976, 168);(909, 191);(931, 191);(886, 280);(954, 325);(886, 191);(819, 281);(932, 326);(909, 349);(864, 484);(820, 618);(909, 349);(954, 506);(999, 618);(954, 146);(954, 146);(932, 146);(954, 146);(0, 0)
69;(976, 168);(909, 191);(931, 191);(908, 259);(954, 325);(908, 191);(841, 281);(976, 326);(909, 349);(864, 483);(841, 618);(909, 348);(954, 506);(999, 618);(976, 146);(954, 146);(954, 146);(842, 281);(0, 0)
70;(977, 146);(931, 191);(953, 191);(909, 259);(976, 325);(909, 191);(842, 281);(976, 326);(931, 348);(886, 483);(841, 618);(931, 348);(954, 505);(999, 618);(976, 146);(976, 146);(954, 146);(887, 236);(0, 0)
71;(999, 168);(931, 191);(954, 191);(931, 258);(976, 304);(909, 191);(864, 281);(998, 326);(932, 348);(887, 483);(842, 596);(932, 348);(976, 505);(999, 618);(977, 146);(977, 146);(976, 146);(864, 281);(0, 0)
72;(999, 146);(953, 191);(954, 191);(931, 258);(998, 304);(909, 191);(864, 281);(977, 326);(954, 348);(909, 484);(864, 596);(954, 348);(976, 483);(999, 618);(999, 146);(999, 146);(976, 146);(976, 146);(0, 0)
73;(999, 146);(954, 191);(976, 191);(932, 258);(999, 304);(931, 191);(886, 280);(976, 326);(954, 348);(932, 484);(864, 596);(954, 348);(976, 484);(999, 618);(999, 146);(999, 146);(976, 145);(886, 281);(0, 0)
74;(1021, 146);(954, 191);(976, 191);(954, 258);(999, 303);(932, 191);(887, 281);(1021, 326);(976, 348);(954, 483);(887, 596);(954, 348);(977, 483);(999, 618);(999, 146);(999, 146);(998, 145);(999, 146);(0, 0)
75;(1021, 146);(954, 191);(977, 191);(954, 258);(1021, 304);(932, 191);(887, 281);(999, 326);(976, 348);(976, 483);(909, 596);(976, 348);(977, 483);(999, 618);(1021, 146);(1021, 146);(999, 146);(999, 146);(0, 0)
76;(1021, 146);(976, 191);(998, 191);(954, 258);(1021, 303);(932, 191);(909, 281);(999, 326);(976, 348);(999, 483);(932, 596);(976, 348);(999, 483);(999, 618);(1021, 146);(1021, 146);(999, 145);(909, 281);(0, 0)
77;(1043, 146);(976, 191);(999, 191);(954, 258);(1021, 303);(954, 191);(931, 280);(1043, 326);(977, 348);(1021, 483);(999, 618);(976, 348);(999, 483);(977, 618);(1022, 146);(1021, 146);(999, 145);(976, 146);(0, 0)
78;(1043, 168);(976, 191);(999, 191);(976, 258);(1021, 303);(954, 191);(931, 281);(1022, 326);(998, 348);(1022, 483);(999, 618);(954, 348);(977, 483);(999, 618);(1022, 146);(1021, 146);(1021, 146);(976, 146);(0, 0)
79;(1044, 168);(977, 191);(999, 191);(976, 258);(1021, 304);(954, 191);(931, 281);(1021, 326);(999, 348);(1043, 483);(1021, 618);(976, 348);(977, 483);(999, 618);(1044, 146);(1022, 146);(1021, 146);(976, 168);(0, 0)
80;(1044, 146);(977, 191);(999, 191);(976, 258);(1021, 303);(954, 191);(931, 281);(1021, 326);(999, 348);(1044, 483);(1044, 619);(976, 348);(999, 484);(999, 618);(1044, 146);(1044, 146);(1021, 146);(931, 281);(0, 0)
81;(1044, 146);(977, 191);(1021, 191);(976, 258);(1022, 304);(954, 191);(931, 281);(1021, 326);(999, 348);(1066, 483);(1066, 618);(976, 348);(999, 484);(999, 618);(1044, 146);(1044, 146);(1021, 146);(931, 281);(0, 0)
82;(1044, 168);(998, 191);(1021, 191);(976, 258);(1043, 304);(954, 191);(931, 281);(1021, 326);(999, 349);(1066, 483);(1088, 619);(976, 349);(999, 484);(999, 618);(1044, 146);(1044, 146);(1021, 146);(931, 281);(0, 0)
83;(1044, 168);(999, 191);(1021, 191);(977, 258);(1043, 304);(954, 191);(931, 281);(1021, 326);(999, 349);(1066, 483);(1088, 619);(976, 349);(999, 484);(999, 618);(1044, 146);(1044, 146);(1021, 146);(931, 281);(0, 0)
84;(1044, 168);(999, 191);(1021, 191);(977, 258);(1043, 304);(976, 191);(931, 281);(1021, 326);(999, 349);(1066, 483);(1066, 618);(976, 349);(999, 484);(999, 618);(1044, 146);(1044, 146);(1022, 146);(999, 146);(0, 0)
85;(1044, 168);(999, 191);(1021, 191);(998, 258);(1044, 325);(976, 191);(931, 281);(953, 258);(999, 349);(1066, 483);(1066, 618);(976, 349);(999, 484);(999, 618);(1044, 146);(1044, 146);(1043, 146);(999, 146);(0, 0)
86;(1066, 168);(999, 191);(1021, 191);(999, 259);(1044, 325);(976, 191);(931, 281);(954, 214);(999, 349);(1021, 483);(999, 618);(976, 348);(999, 484);(977, 573);(1044, 146);(1044, 146);(1043, 146);(999, 146);(0, 0)
87;(1066, 168);(999, 191);(1021, 191);(999, 259);(1044, 325);(976, 213);(931, 281);(954, 236);(999, 348);(1021, 484);(999, 618);(976, 348);(1021, 483);(976, 506);(1044, 146);(1044, 168);(1043, 146);(999, 168);(0, 0)
88;(1066, 168);(999, 191);(1021, 191);(999, 280);(1044, 325);(976, 213);(931, 281);(954, 236);(999, 349);(1021, 484);(999, 618);(976, 349);(1021, 483);(999, 596);(1044, 146);(1044, 168);(1043, 146);(931, 281);(0, 0)
89;(1066, 168);(999, 191);(1022, 191);(999, 280);(1044, 325);(976, 213);(931, 281);(954, 235);(999, 349);(1088, 438);(999, 618);(977, 370);(1021, 484);(1021, 596);(1044, 146);(1044, 168);(1043, 146);(999, 168);(0, 0)
90;(1066, 168);(999, 191);(1022, 191);(999, 280);(1044, 325);(976, 213);(931, 281);(954, 235);(999, 370);(1088, 438);(999, 618);(977, 370);(1021, 484);(1021, 596);(1044, 146);(1044, 168);(1043, 146);(999, 168);(0, 0)
91;(1066, 168);(999, 191);(1022, 191);(999, 280);(1044, 326);(976, 213);(931, 281);(954, 235);(999, 370);(1089, 438);(1021, 619);(976, 370);(1021, 505);(999, 618);(1044, 146);(1044, 168);(1043, 146);(999, 168);(0, 0)
92;(1066, 168);(999, 191);(1022, 191);(999, 280);(1044, 326);(976, 213);(931, 281);(954, 236);(999, 370);(1089, 438);(1021, 619);(977, 370);(1021, 484);(999, 618);(1044, 146);(1044, 168);(1043, 146);(999, 168);(0, 0)
93;(1066, 168);(999, 191);(1022, 191);(999, 280);(1044, 326);(954, 213);(909, 281);(954, 236);(999, 370);(1089, 438);(999, 618);(976, 370);(1021, 484);(999, 596);(1044, 146);(1044, 168);(1043, 146);(999, 168);(0, 0)
94;(1066, 168);(999, 213);(1022, 191);(999, 280);(1044, 326);(954, 213);(909, 281);(954, 303);(999, 349);(1088, 439);(1021, 618);(976, 370);(1021, 484);(1021, 596);(1044, 146);(1044, 168);(1022, 146);(999, 168);(0, 0)
95;(1066, 168);(999, 213);(1022, 191);(999, 280);(1044, 326);(954, 213);(909, 281);(932, 281);(999, 349);(1088, 461);(1066, 573);(976, 370);(1021, 484);(999, 618);(1044, 146);(1044, 168);(1022, 146);(999, 168);(0, 0)
96;(1044, 168);(999, 213);(1021, 191);(999, 280);(1044, 326);(954, 213);(909, 281);(976, 326);(1021, 370);(1067, 461);(1088, 596);(976, 370);(1021, 484);(999, 618);(1044, 168);(1044, 168);(1022, 146);(999, 168);(0, 0)
97;(1044, 168);(998, 213);(1021, 213);(999, 280);(1044, 326);(954, 213);(909, 281);(931, 213);(1021, 370);(1066, 483);(1088, 618);(976, 370);(1021, 484);(999, 618);(1044, 168);(1044, 168);(1021, 146);(999, 168);(0, 0)
98;(1044, 168);(998, 213);(1021, 213);(999, 280);(1044, 326);(954, 213);(909, 281);(931, 258);(999, 370);(1067, 483);(1088, 619);(976, 371);(1021, 484);(999, 618);(1044, 168);(1044, 168);(1021, 146);(999, 168);(0, 0)
99;(1044, 168);(998, 213);(1021, 213);(999, 280);(1043, 326);(954, 213);(909, 281);(931, 258);(999, 371);(1066, 483);(1066, 618);(976, 371);(1021, 484);(1021, 618);(1044, 168);(1043, 168);(1021, 168);(999, 168);(0, 0)
100;(1044, 168);(977, 213);(1021, 213);(998, 280);(1043, 326);(954, 213);(887, 281);(909, 258);(999, 371);(1066, 483);(1043, 618);(976, 371);(1021, 484);(1021, 618);(1044, 168);(1043, 168);(1021, 168);(999, 168);(0, 0)
101;(1044, 168);(977, 213);(1021, 213);(998, 281);(1043, 326);(954, 213);(887, 281);(909, 236);(999, 371);(1066, 483);(1021, 618);(976, 371);(1021, 484);(1021, 618);(1044, 168);(1022, 169);(1021, 168);(999, 168);(0, 0)
102;(1044, 168);(976, 213);(1021, 213);(977, 281);(1022, 326);(953, 213);(886, 281);(887, 236);(999, 371);(1043, 505);(998, 618);(976, 371);(1043, 505);(999, 618);(1043, 168);(1021, 168);(1021, 168);(887, 258);(0, 0)
103;(1043, 168);(976, 213);(1021, 213);(977, 281);(1021, 326);(932, 213);(886, 281);(886, 236);(999, 370);(1021, 505);(954, 596);(976, 370);(1021, 506);(1021, 618);(1022, 146);(1021, 168);(1021, 168);(887, 258);(0, 0)
104;(1043, 168);(976, 213);(999, 213);(977, 281);(1021, 326);(932, 213);(865, 281);(865, 236);(998, 370);(999, 506);(909, 596);(976, 370);(1021, 506);(1021, 619);(1021, 146);(1021, 168);(999, 146);(976, 168);(0, 0)
105;(1021, 168);(976, 213);(999, 213);(976, 281);(1021, 326);(931, 213);(864, 281);(864, 236);(977, 370);(977, 506);(887, 596);(954, 349);(1021, 506);(1021, 619);(1021, 168);(1021, 168);(999, 168);(976, 168);(0, 0)
106;(1021, 168);(954, 213);(999, 213);(976, 281);(1021, 326);(931, 213);(864, 281);(864, 236);(976, 370);(954, 506);(864, 596);(954, 370);(1021, 505);(1021, 640);(1021, 168);(1021, 168);(999, 168);(864, 258);(0, 0)
107;(1021, 168);(954, 213);(999, 213);(976, 281);(1021, 326);(931, 213);(864, 281);(864, 236);(976, 370);(931, 506);(841, 596);(954, 370);(1021, 483);(999, 619);(1021, 168);(999, 168);(977, 168);(752, 663);(0, 0)
108;(1021, 168);(954, 213);(977, 213);(954, 281);(999, 326);(909, 213);(842, 281);(842, 236);(954, 371);(909, 505);(999, 640);(954, 370);(1021, 483);(819, 596);(999, 146);(999, 168);(977, 146);(932, 146);(0, 0)
109;(999, 168);(931, 213);(954, 213);(932, 281);(976, 326);(909, 213);(842, 280);(864, 236);(932, 371);(999, 483);(1021, 640);(931, 370);(886, 484);(819, 618);(998, 168);(977, 168);(976, 146);(842, 281);(0, 0)
110;(977, 168);(931, 213);(954, 213);(931, 281);(976, 326);(887, 213);(842, 259);(864, 214);(931, 371);(977, 483);(999, 640);(909, 370);(864, 505);(797, 618);(976, 168);(976, 168);(954, 146);(864, 258);(0, 0)
111;(976, 168);(909, 213);(932, 213);(909, 280);(954, 326);(887, 213);(819, 281);(864, 213);(909, 371);(864, 484);(797, 596);(909, 370);(976, 483);(999, 618);(976, 168);(954, 168);(954, 146);(841, 258);(0, 0)
112;(954, 168);(909, 191);(931, 213);(887, 259);(932, 326);(886, 191);(819, 280);(842, 236);(887, 370);(864, 484);(797, 596);(909, 349);(954, 483);(999, 618);(954, 146);(954, 168);(932, 146);(864, 236);(0, 0)
113;(954, 168);(887, 191);(909, 213);(864, 280);(931, 326);(864, 191);(797, 281);(841, 236);(886, 370);(842, 484);(797, 618);(887, 370);(954, 483);(999, 618);(954, 146);(932, 168);(931, 146);(864, 686);(0, 0)
114;(953, 168);(886, 191);(887, 213);(864, 259);(909, 325);(864, 191);(797, 281);(909, 326);(864, 349);(842, 484);(797, 618);(886, 349);(932, 483);(954, 618);(932, 146);(932, 146);(909, 146);(931, 146);(0, 0)
115;(932, 168);(865, 191);(887, 191);(842, 259);(909, 325);(864, 191);(841, 258);(887, 326);(864, 349);(842, 484);(797, 618);(864, 349);(932, 483);(932, 618);(931, 146);(931, 146);(909, 146);(909, 146);(0, 0)
