;head;neck;right_shoulder;right_elbow;right_wrist;left_shoulder;left_elbow;left_wrist;right_hip;right_knee;right_foot;left_hip;left_knee;left_foot;right_eye;left_eye;right_ear;left_ear;indet
36;(639, 145);(639, 191);(594, 191);(505, 191);(550, 146);(684, 191);(752, 213);(707, 146);(595, 348);(617, 461);(617, 573);(662, 348);(640, 461);(640, 573);(617, 124);(640, 124);(617, 146);(662, 146);(0, 0)
37;(639, 145);(639, 191);(594, 191);(505, 191);(550, 146);(684, 191);(752, 213);(707, 146);(595, 348);(595, 461);(617, 573);(662, 348);(640, 461);(640, 573);(617, 124);(640, 124);(617, 146);(662, 146);(0, 0)
38;(639, 124);(639, 191);(594, 191);(505, 191);(550, 145);(684, 191);(752, 191);(729, 146);(595, 348);(595, 461);(617, 573);(662, 348);(640, 461);(640, 573);(617, 123);(640, 123);(617, 146);(662, 146);(0, 0)
39;(639, 146);(639, 191);(594, 191);(527, 190);(550, 123);(684, 191);(752, 191);(729, 124);(595, 349);(617, 461);(617, 573);(662, 349);(640, 483);(640, 573);(617, 145);(640, 145);(617, 146);(662, 146);(0, 0)
40;(639, 146);(639, 213);(594, 213);(527, 168);(549, 101);(684, 213);(752, 190);(729, 123);(595, 370);(617, 483);(617, 574);(662, 371);(640, 483);(640, 574);(617, 146);(640, 146);(617, 146);(662, 168);(0, 0)
41;(639, 168);(639, 213);(594, 214);(528, 168);(528, 101);(684, 214);(730, 168);(729, 101);(595, 371);(617, 483);(617, 596);(662, 371);(640, 483);(640, 596);(617, 168);(640, 168);(617, 168);(662, 168);(0, 0)
42;(639, 191);(639, 236);(594, 236);(550, 168);(549, 123);(684, 236);(729, 169);(729, 101);(595, 393);(617, 505);(617, 596);(662, 393);(640, 505);(639, 596);(617, 169);(640, 190);(617, 191);(662, 191);(0, 0)
43;(639, 191);(639, 236);(594, 236);(550, 168);(549, 123);(684, 236);(729, 169);(729, 101);(595, 393);(617, 505);(617, 596);(662, 393);(640, 505);(639, 596);(617, 169);(640, 190);(617, 191);(662, 191);(0, 0)
44;(639, 213);(639, 258);(595, 258);(550, 169);(549, 123);(684, 258);(729, 191);(729, 123);(595, 394);(617, 506);(617, 596);(662, 394);(640, 506);(640, 596);(617, 191);(639, 191);(617, 213);(662, 213);(0, 0)
45;(639, 213);(639, 258);(594, 258);(550, 191);(550, 123);(684, 258);(729, 213);(707, 145);(595, 415);(617, 506);(617, 596);(662, 415);(662, 506);(640, 596);(617, 191);(640, 191);(617, 213);(662, 213);(0, 0)
46;(639, 191);(639, 236);(595, 236);(527, 213);(550, 146);(684, 236);(752, 214);(707, 168);(595, 394);(617, 506);(617, 596);(662, 393);(661, 506);(640, 596);(617, 191);(640, 191);(617, 191);(662, 191);(0, 0)
47;(639, 169);(639, 236);(595, 236);(505, 213);(550, 168);(684, 236);(752, 236);(729, 191);(595, 393);(617, 484);(617, 596);(662, 393);(661, 505);(640, 596);(617, 168);(640, 168);(617, 190);(662, 190);(0, 0)
48;(639, 168);(639, 214);(595, 214);(527, 236);(550, 191);(684, 235);(752, 258);(729, 213);(595, 371);(595, 483);(595, 573);(662, 371);(640, 483);(640, 596);(617, 146);(640, 146);(617, 168);(662, 168);(0, 0)
49;(639, 168);(639, 214);(595, 214);(527, 236);(550, 191);(684, 235);(752, 258);(729, 213);(595, 371);(595, 483);(595, 573);(662, 371);(640, 483);(640, 596);(617, 146);(640, 146);(617, 168);(662, 168);(0, 0)
50;(639, 146);(639, 213);(595, 213);(527, 258);(549, 213);(684, 213);(730, 280);(729, 213);(595, 370);(595, 483);(595, 573);(662, 371);(640, 483);(640, 574);(617, 146);(640, 146);(617, 146);(662, 146);(0, 0)
51;(639, 146);(639, 213);(595, 213);(550, 280);(527, 214);(684, 213);(729, 281);(752, 236);(595, 349);(617, 461);(595, 573);(662, 349);(640, 483);(640, 573);(617, 124);(640, 124);(617, 146);(662, 146);(0, 0)
52;(639, 146);(639, 213);(594, 213);(572, 281);(527, 258);(685, 213);(707, 281);(752, 258);(595, 370);(617, 461);(617, 573);(662, 370);(640, 483);(639, 573);(617, 124);(640, 124);(617, 146);(662, 146);(0, 0)
53;(639, 146);(639, 213);(594, 213);(572, 281);(505, 281);(684, 213);(707, 281);(774, 280);(595, 370);(617, 483);(617, 573);(662, 371);(640, 483);(639, 573);(617, 124);(640, 124);(617, 146);(662, 146);(0, 0)
54;(639, 146);(640, 213);(594, 214);(550, 281);(504, 303);(685, 213);(729, 281);(774, 281);(595, 371);(617, 483);(617, 574);(662, 371);(640, 483);(639, 573);(617, 146);(640, 146);(617, 146);(662, 146);(0, 0)
55;(639, 146);(640, 213);(594, 214);(550, 281);(504, 303);(685, 213);(729, 281);(775, 303);(595, 371);(617, 483);(617, 574);(662, 371);(640, 483);(639, 573);(617, 146);(640, 146);(617, 146);(662, 146);(0, 0)
56;(639, 168);(640, 236);(594, 236);(550, 303);(483, 326);(685, 235);(729, 303);(796, 304);(595, 393);(617, 505);(617, 596);(662, 393);(640, 505);(639, 595);(617, 168);(640, 168);(617, 168);(662, 168);(0, 0)
57;(639, 190);(640, 236);(595, 258);(550, 304);(482, 348);(685, 236);(730, 303);(797, 326);(595, 394);(617, 506);(617, 618);(662, 394);(640, 506);(617, 596);(617, 169);(640, 169);(617, 191);(662, 191);(0, 0)
58;(639, 213);(640, 259);(595, 280);(549, 326);(482, 349);(685, 258);(730, 325);(797, 348);(595, 416);(617, 506);(617, 618);(662, 416);(640, 528);(639, 618);(617, 191);(640, 191);(617, 213);(662, 213);(0, 0)
59;(639, 213);(640, 281);(595, 281);(549, 326);(482, 371);(685, 280);(730, 326);(797, 348);(617, 438);(617, 528);(639, 618);(662, 438);(661, 528);(640, 618);(617, 191);(640, 191);(617, 213);(662, 213);(0, 0)
60;(639, 213);(640, 281);(595, 281);(549, 348);(482, 371);(685, 280);(730, 326);(797, 348);(595, 438);(617, 528);(639, 618);(662, 438);(662, 529);(640, 618);(617, 191);(640, 191);(617, 213);(662, 213);(0, 0)
61;(639, 213);(640, 281);(595, 281);(549, 348);(482, 371);(685, 280);(730, 326);(797, 348);(595, 438);(617, 528);(639, 618);(662, 438);(662, 529);(640, 618);(617, 191);(640, 191);(617, 213);(662, 213);(0, 0)
62;(639, 213);(640, 280);(595, 281);(549, 326);(482, 371);(685, 259);(751, 325);(797, 348);(595, 438);(617, 529);(617, 618);(662, 438);(662, 528);(662, 574);(639, 191);(640, 191);(617, 213);(662, 213);(0, 0)
63;(640, 191);(640, 259);(595, 280);(549, 326);(482, 349);(685, 258);(752, 304);(819, 348);(595, 416);(617, 529);(617, 618);(662, 416);(684, 528);(662, 573);(639, 191);(640, 191);(617, 213);(662, 191);(0, 0)
64;(640, 191);(640, 258);(595, 258);(549, 325);(482, 348);(706, 258);(752, 304);(819, 326);(617, 416);(617, 528);(618, 618);(662, 416);(685, 506);(662, 574);(639, 190);(662, 190);(617, 191);(662, 191);(0, 0)
65;(662, 191);(640, 258);(595, 258);(549, 304);(482, 348);(707, 258);(752, 303);(819, 326);(617, 394);(617, 528);(639, 618);(684, 393);(706, 483);(685, 596);(640, 169);(662, 169);(639, 191);(684, 191);(0, 0)
66;(662, 190);(640, 236);(595, 236);(549, 303);(482, 326);(707, 236);(752, 303);(819, 326);(617, 415);(617, 528);(639, 618);(684, 393);(707, 506);(707, 618);(662, 168);(684, 168);(639, 191);(684, 191);(0, 0)
67;(662, 190);(640, 236);(595, 236);(549, 303);(482, 326);(707, 258);(752, 303);(819, 326);(617, 415);(617, 528);(639, 618);(684, 393);(707, 506);(707, 618);(662, 168);(684, 168);(639, 191);(684, 191);(0, 0)
68;(684, 169);(662, 236);(595, 236);(549, 303);(482, 326);(707, 236);(752, 303);(819, 326);(617, 415);(639, 528);(639, 618);(684, 394);(707, 506);(729, 641);(662, 168);(684, 168);(639, 190);(684, 191);(0, 0)
69;(684, 190);(662, 236);(595, 236);(528, 303);(460, 326);(707, 258);(774, 303);(841, 326);(617, 416);(639, 528);(640, 618);(685, 415);(707, 528);(730, 663);(662, 168);(684, 168);(639, 190);(684, 168);(0, 0)
70;(684, 191);(662, 258);(595, 236);(528, 303);(460, 326);(707, 258);(774, 304);(841, 326);(639, 416);(639, 528);(640, 618);(685, 416);(707, 529);(751, 663);(662, 169);(684, 168);(639, 191);(684, 168);(0, 0)
71;(685, 191);(662, 258);(617, 258);(528, 303);(460, 326);(707, 258);(774, 325);(842, 348);(639, 416);(640, 550);(640, 618);(707, 416);(729, 550);(751, 664);(684, 169);(685, 190);(640, 191);(684, 190);(0, 0)
72;(685, 191);(662, 258);(617, 258);(527, 303);(460, 326);(707, 258);(774, 326);(842, 348);(640, 416);(640, 550);(640, 619);(707, 416);(729, 529);(752, 664);(684, 169);(706, 169);(640, 191);(685, 169);(0, 0)
73;(685, 191);(662, 258);(617, 258);(527, 303);(460, 326);(707, 258);(774, 326);(842, 348);(640, 416);(640, 551);(640, 619);(707, 416);(729, 529);(752, 664);(684, 169);(706, 169);(640, 191);(685, 169);(0, 0)
74;(685, 191);(662, 258);(617, 258);(527, 303);(460, 326);(707, 258);(774, 326);(842, 348);(640, 438);(640, 551);(639, 641);(707, 416);(751, 551);(752, 686);(684, 169);(706, 169);(640, 191);(685, 169);(0, 0)
75;(685, 190);(662, 258);(617, 258);(527, 303);(460, 326);(707, 258);(774, 326);(842, 348);(640, 438);(639, 573);(640, 619);(707, 416);(730, 550);(752, 686);(684, 168);(685, 168);(640, 191);(685, 168);(0, 0)
76;(684, 169);(662, 258);(617, 258);(527, 304);(460, 326);(707, 258);(774, 325);(864, 348);(640, 438);(617, 573);(662, 596);(707, 438);(730, 551);(752, 686);(662, 168);(684, 168);(640, 191);(685, 191);(0, 0)
77;(662, 169);(662, 258);(595, 258);(527, 325);(460, 348);(707, 258);(774, 304);(864, 326);(639, 438);(595, 550);(640, 595);(707, 416);(730, 529);(752, 686);(662, 168);(684, 168);(639, 190);(685, 191);(0, 0)
78;(662, 168);(662, 258);(595, 258);(527, 326);(460, 348);(707, 258);(774, 303);(842, 326);(639, 416);(572, 528);(617, 596);(707, 416);(729, 529);(752, 686);(640, 168);(662, 168);(639, 169);(684, 169);(0, 0)
79;(662, 168);(662, 258);(595, 258);(527, 326);(460, 348);(707, 258);(774, 303);(842, 326);(639, 416);(572, 528);(617, 596);(707, 416);(729, 529);(752, 686);(640, 168);(662, 168);(639, 169);(684, 169);(0, 0)
80;(662, 168);(662, 258);(595, 258);(527, 326);(460, 348);(707, 236);(774, 303);(842, 304);(617, 416);(550, 506);(594, 618);(706, 416);(729, 528);(751, 686);(640, 168);(662, 168);(617, 169);(684, 168);(0, 0)
81;(640, 168);(640, 236);(595, 258);(527, 326);(460, 349);(707, 236);(774, 281);(842, 303);(617, 416);(527, 506);(550, 641);(685, 416);(729, 529);(751, 686);(639, 168);(662, 168);(617, 169);(662, 168);(0, 0)
82;(639, 168);(640, 258);(594, 258);(527, 326);(459, 370);(707, 236);(774, 281);(841, 303);(595, 416);(527, 528);(505, 663);(684, 416);(729, 529);(751, 686);(617, 168);(640, 168);(617, 169);(662, 168);(0, 0)
83;(617, 169);(639, 258);(573, 258);(527, 326);(438, 371);(685, 236);(752, 281);(819, 303);(594, 416);(505, 528);(482, 663);(662, 416);(707, 529);(751, 686);(617, 168);(639, 168);(595, 190);(662, 169);(0, 0)
84;(617, 190);(617, 258);(572, 280);(505, 348);(437, 371);(684, 236);(752, 281);(819, 281);(572, 416);(504, 528);(482, 664);(640, 438);(707, 550);(752, 686);(595, 168);(617, 168);(594, 191);(640, 190);(0, 0)
85;(617, 190);(617, 258);(572, 280);(505, 348);(437, 371);(684, 236);(752, 281);(819, 281);(572, 416);(504, 528);(482, 664);(640, 438);(707, 550);(751, 686);(595, 168);(617, 168);(594, 191);(640, 190);(0, 0)
86;(617, 191);(617, 258);(572, 280);(504, 348);(415, 371);(662, 258);(752, 281);(819, 303);(550, 416);(482, 528);(482, 664);(617, 438);(685, 551);(751, 686);(595, 169);(617, 168);(572, 191);(639, 191);(0, 0)
87;(595, 191);(617, 259);(550, 280);(482, 348);(415, 371);(662, 258);(729, 281);(797, 303);(528, 438);(482, 528);(482, 664);(617, 438);(662, 550);(730, 686);(594, 169);(617, 169);(572, 191);(617, 191);(0, 0)
88;(594, 191);(595, 258);(549, 259);(482, 348);(415, 371);(662, 258);(729, 303);(796, 304);(527, 416);(460, 528);(482, 663);(595, 438);(662, 529);(729, 664);(572, 169);(595, 169);(572, 191);(617, 191);(0, 0)
89;(594, 169);(594, 258);(527, 258);(482, 326);(415, 371);(640, 258);(707, 303);(774, 326);(527, 416);(460, 528);(482, 664);(595, 416);(662, 528);(707, 663);(572, 168);(595, 168);(550, 191);(617, 190);(0, 0)
90;(573, 168);(572, 258);(527, 258);(482, 326);(415, 371);(639, 258);(685, 325);(751, 348);(527, 416);(482, 528);(482, 664);(595, 416);(684, 506);(684, 663);(572, 168);(594, 168);(550, 169);(617, 169);(0, 0)
91;(573, 168);(572, 258);(527, 258);(482, 326);(415, 371);(639, 258);(685, 325);(751, 348);(527, 416);(482, 528);(482, 663);(595, 416);(684, 506);(684, 663);(572, 168);(594, 168);(550, 169);(617, 169);(0, 0)
92;(572, 168);(572, 236);(527, 236);(482, 325);(437, 371);(639, 236);(684, 326);(729, 371);(527, 416);(482, 528);(482, 663);(595, 415);(684, 506);(662, 641);(572, 146);(594, 146);(550, 168);(617, 168);(0, 0)
93;(572, 168);(572, 236);(527, 236);(482, 304);(438, 371);(639, 236);(662, 326);(707, 393);(527, 415);(482, 528);(482, 663);(595, 394);(662, 506);(639, 618);(572, 146);(594, 146);(550, 168);(595, 168);(0, 0)
94;(572, 168);(572, 236);(527, 236);(483, 325);(460, 393);(639, 258);(662, 326);(684, 394);(527, 415);(482, 528);(460, 663);(617, 394);(662, 528);(617, 618);(572, 146);(594, 146);(550, 168);(595, 168);(0, 0)
95;(572, 168);(572, 258);(527, 236);(483, 326);(482, 393);(639, 258);(640, 348);(662, 416);(528, 416);(482, 528);(460, 663);(617, 416);(640, 528);(617, 596);(572, 168);(594, 168);(550, 169);(595, 169);(0, 0)
96;(572, 191);(572, 258);(527, 258);(504, 326);(482, 415);(639, 259);(640, 349);(640, 416);(549, 416);(483, 528);(460, 663);(617, 416);(639, 551);(617, 596);(572, 168);(594, 168);(550, 191);(595, 191);(0, 0)
97;(572, 191);(572, 258);(527, 258);(504, 326);(482, 415);(639, 259);(640, 349);(640, 416);(549, 416);(483, 528);(460, 663);(617, 416);(640, 551);(617, 596);(572, 168);(594, 168);(550, 191);(595, 191);(0, 0)
98;(572, 191);(572, 280);(527, 259);(504, 348);(482, 416);(639, 281);(640, 370);(662, 438);(549, 438);(504, 528);(460, 663);(617, 438);(618, 551);(595, 618);(572, 191);(594, 191);(550, 191);(595, 191);(0, 0)
99;(573, 191);(572, 281);(527, 281);(505, 349);(504, 438);(639, 281);(661, 371);(662, 438);(550, 438);(505, 528);(460, 663);(617, 438);(617, 551);(595, 618);(572, 191);(594, 191);(550, 213);(617, 191);(0, 0)
100;(594, 191);(594, 280);(527, 259);(505, 348);(505, 416);(640, 280);(662, 349);(662, 438);(550, 438);(527, 528);(482, 663);(617, 438);(617, 550);(595, 618);(572, 191);(595, 191);(572, 191);(617, 191);(0, 0)
101;(594, 191);(594, 258);(528, 258);(527, 348);(527, 394);(640, 258);(662, 348);(662, 415);(550, 416);(527, 528);(505, 641);(639, 416);(617, 528);(595, 618);(572, 169);(595, 169);(572, 191);(617, 191);(0, 0)
102;(595, 168);(595, 258);(549, 236);(527, 326);(527, 393);(640, 258);(684, 326);(684, 393);(572, 394);(549, 506);(527, 619);(639, 415);(617, 528);(595, 618);(594, 168);(595, 168);(572, 169);(617, 169);(0, 0)
103;(595, 168);(595, 236);(549, 236);(527, 326);(527, 393);(640, 258);(684, 326);(684, 393);(572, 394);(549, 506);(527, 619);(639, 415);(617, 528);(595, 618);(594, 168);(595, 168);(572, 169);(617, 169);(0, 0)
104;(595, 168);(595, 236);(550, 236);(527, 325);(528, 371);(661, 236);(684, 304);(684, 371);(572, 393);(550, 506);(549, 618);(639, 393);(617, 506);(595, 618);(594, 146);(617, 146);(572, 168);(617, 168);(0, 0)
105;(595, 146);(595, 214);(550, 214);(527, 303);(549, 371);(662, 214);(684, 303);(684, 370);(572, 371);(550, 484);(550, 618);(639, 371);(617, 484);(617, 618);(594, 145);(617, 145);(572, 146);(617, 146);(0, 0)
106;(595, 146);(595, 213);(550, 213);(528, 281);(528, 348);(662, 213);(684, 303);(684, 349);(572, 371);(572, 483);(572, 596);(639, 371);(639, 483);(617, 596);(595, 145);(617, 124);(572, 146);(639, 146);(0, 0)
107;(595, 146);(617, 213);(550, 213);(528, 303);(528, 349);(662, 213);(684, 281);(684, 348);(572, 371);(573, 483);(573, 574);(639, 371);(639, 483);(617, 596);(595, 145);(617, 124);(572, 146);(639, 146);(0, 0)
108;(617, 146);(617, 214);(550, 213);(528, 303);(527, 349);(662, 214);(685, 303);(685, 348);(572, 371);(594, 484);(595, 595);(639, 371);(639, 483);(639, 596);(595, 146);(617, 145);(594, 146);(639, 146);(0, 0)
109;(617, 146);(617, 214);(550, 213);(528, 303);(527, 349);(662, 214);(685, 303);(685, 348);(572, 371);(594, 484);(595, 595);(639, 371);(639, 483);(639, 596);(595, 146);(617, 145);(594, 146);(639, 146);(0, 0)
110;(617, 168);(617, 236);(550, 236);(527, 303);(527, 349);(662, 236);(685, 303);(707, 348);(594, 393);(595, 505);(595, 596);(640, 371);(640, 505);(639, 596);(595, 146);(617, 146);(594, 168);(639, 168);(0, 0)
111;(617, 168);(617, 236);(572, 236);(527, 303);(505, 348);(662, 236);(707, 303);(707, 348);(594, 393);(595, 506);(617, 596);(640, 393);(640, 506);(640, 596);(595, 168);(617, 168);(594, 169);(639, 169);(0, 0)
112;(617, 191);(617, 258);(572, 258);(527, 303);(483, 326);(662, 258);(707, 303);(729, 325);(595, 416);(617, 528);(617, 596);(640, 415);(640, 506);(640, 596);(617, 191);(617, 191);(595, 191);(639, 191);(0, 0)
113;(617, 191);(617, 258);(572, 258);(505, 303);(483, 303);(662, 258);(707, 281);(729, 281);(595, 416);(617, 506);(617, 596);(640, 415);(662, 506);(640, 596);(617, 191);(617, 191);(595, 191);(639, 191);(0, 0)
114;(617, 169);(617, 236);(572, 236);(527, 281);(505, 281);(662, 236);(729, 281);(707, 259);(595, 393);(617, 506);(617, 596);(640, 393);(640, 506);(640, 596);(617, 168);(617, 168);(595, 191);(639, 190);(0, 0)
115;(617, 169);(617, 236);(572, 236);(527, 281);(505, 281);(662, 236);(729, 281);(707, 259);(595, 393);(617, 506);(617, 596);(640, 393);(640, 506);(640, 596);(617, 168);(617, 168);(595, 191);(639, 191);(0, 0)
116;(617, 146);(617, 214);(572, 214);(549, 281);(527, 280);(662, 214);(707, 280);(706, 258);(595, 371);(595, 483);(617, 596);(640, 371);(640, 483);(640, 596);(617, 146);(617, 146);(595, 168);(640, 168);(0, 0)
