;head;neck;right_shoulder;right_elbow;right_wrist;left_shoulder;left_elbow;left_wrist;right_hip;right_knee;right_foot;left_hip;left_knee;left_foot;right_eye;left_eye;right_ear;left_ear;indet
12;(370, 213);(370, 259);(325, 258);(236, 281);(258, 213);(415, 259);(483, 281);(504, 214);(325, 416);(280, 528);(280, 619);(392, 416);(438, 506);(505, 618);(370, 191);(392, 191);(348, 213);(393, 213);(0, 0)
13;(370, 191);(348, 258);(303, 258);(236, 281);(258, 213);(393, 258);(482, 281);(504, 236);(303, 415);(280, 528);(280, 619);(370, 394);(438, 483);(504, 596);(370, 190);(370, 191);(347, 191);(392, 191);(0, 0)
14;(370, 190);(347, 236);(302, 236);(236, 281);(258, 213);(392, 236);(460, 281);(483, 258);(303, 393);(281, 506);(280, 618);(370, 371);(438, 461);(460, 595);(370, 168);(370, 168);(326, 168);(370, 168);(0, 0)
15;(370, 190);(347, 236);(302, 236);(236, 281);(258, 213);(392, 236);(460, 281);(483, 258);(303, 393);(281, 506);(280, 618);(370, 371);(438, 461);(482, 595);(370, 168);(370, 168);(326, 168);(370, 168);(0, 0)
16;(370, 168);(347, 214);(302, 214);(257, 280);(258, 236);(370, 235);(437, 281);(482, 280);(303, 371);(302, 505);(280, 618);(370, 371);(438, 438);(459, 551);(370, 146);(370, 146);(325, 168);(370, 146);(0, 0)
17;(370, 146);(325, 213);(281, 191);(236, 258);(280, 258);(370, 213);(415, 281);(460, 281);(303, 370);(281, 483);(280, 596);(370, 348);(438, 394);(437, 528);(348, 146);(370, 145);(325, 146);(348, 146);(0, 0)
18;(370, 146);(325, 191);(280, 191);(257, 258);(280, 281);(370, 213);(393, 281);(460, 303);(303, 348);(280, 483);(280, 596);(370, 348);(438, 371);(415, 505);(348, 145);(370, 124);(325, 145);(348, 145);(0, 0)
19;(370, 146);(325, 191);(280, 191);(258, 259);(280, 303);(370, 213);(392, 281);(415, 325);(303, 348);(280, 483);(258, 596);(348, 326);(438, 348);(415, 461);(348, 124);(370, 124);(325, 145);(325, 191);(0, 0)
20;(370, 146);(325, 213);(280, 191);(258, 280);(280, 326);(370, 213);(370, 303);(392, 303);(303, 348);(280, 483);(258, 596);(348, 326);(437, 326);(415, 439);(348, 145);(370, 124);(325, 146);(325, 191);(0, 0)
21;(370, 146);(325, 213);(280, 191);(258, 280);(280, 326);(370, 213);(370, 303);(392, 303);(303, 348);(280, 483);(258, 596);(348, 326);(437, 326);(415, 439);(348, 145);(370, 124);(325, 146);(325, 191);(0, 0)
22;(348, 146);(325, 213);(280, 213);(258, 281);(280, 348);(370, 214);(370, 303);(370, 303);(302, 370);(280, 483);(257, 596);(348, 348);(437, 303);(415, 438);(347, 146);(348, 146);(303, 146);(348, 146);(0, 0)
23;(348, 168);(303, 236);(280, 214);(258, 303);(280, 371);(348, 236);(348, 325);(392, 303);(302, 371);(280, 484);(235, 618);(348, 370);(415, 303);(415, 416);(347, 146);(348, 146);(303, 168);(347, 146);(0, 0)
24;(348, 190);(303, 236);(280, 236);(258, 326);(258, 393);(348, 258);(348, 326);(348, 393);(302, 393);(280, 506);(235, 618);(348, 371);(415, 303);(415, 416);(326, 168);(348, 168);(303, 190);(347, 168);(0, 0)
25;(347, 191);(303, 258);(258, 258);(258, 348);(258, 415);(348, 259);(347, 348);(370, 415);(280, 415);(280, 506);(235, 618);(347, 393);(415, 325);(415, 438);(325, 191);(347, 190);(303, 191);(325, 191);(0, 0)
26;(347, 191);(303, 259);(258, 258);(258, 348);(257, 415);(348, 280);(347, 348);(437, 438);(280, 416);(280, 528);(235, 618);(348, 393);(415, 326);(437, 438);(325, 191);(347, 191);(302, 213);(326, 191);(0, 0)
27;(347, 191);(303, 259);(258, 258);(258, 348);(257, 415);(348, 280);(347, 348);(437, 438);(281, 416);(280, 528);(235, 618);(348, 393);(415, 326);(437, 438);(325, 191);(347, 191);(302, 213);(326, 191);(0, 0)
28;(347, 191);(303, 259);(258, 258);(257, 326);(236, 393);(348, 280);(348, 348);(370, 348);(281, 416);(280, 528);(235, 618);(348, 393);(415, 326);(437, 461);(325, 191);(347, 191);(302, 213);(325, 191);(0, 0)
29;(326, 191);(325, 258);(280, 258);(235, 348);(258, 371);(370, 258);(370, 348);(370, 371);(303, 393);(280, 506);(235, 618);(370, 371);(437, 348);(460, 461);(325, 190);(347, 190);(303, 191);(370, 168);(0, 0)
30;(325, 168);(325, 236);(280, 236);(235, 303);(258, 326);(370, 236);(392, 326);(415, 348);(303, 393);(280, 506);(235, 618);(370, 371);(460, 349);(482, 483);(325, 168);(347, 168);(303, 169);(348, 169);(0, 0)
31;(325, 168);(325, 235);(280, 235);(236, 281);(257, 280);(392, 236);(415, 304);(482, 326);(325, 371);(281, 484);(257, 618);(392, 349);(460, 371);(483, 506);(325, 146);(347, 146);(303, 168);(348, 168);(0, 0)
32;(347, 146);(347, 214);(302, 214);(258, 303);(257, 258);(392, 214);(437, 281);(483, 303);(325, 371);(303, 483);(258, 596);(393, 348);(460, 393);(505, 528);(325, 146);(348, 146);(325, 168);(370, 168);(0, 0)
33;(347, 146);(347, 214);(302, 214);(258, 303);(257, 258);(392, 214);(437, 281);(483, 303);(325, 371);(303, 483);(258, 596);(393, 348);(460, 393);(505, 528);(325, 146);(348, 146);(325, 168);(370, 168);(0, 0)
34;(347, 146);(348, 214);(303, 214);(258, 258);(257, 214);(393, 214);(459, 281);(505, 280);(326, 371);(303, 483);(280, 596);(414, 348);(482, 438);(527, 551);(326, 146);(348, 146);(325, 168);(370, 168);(0, 0)
35;(348, 168);(370, 235);(325, 235);(258, 258);(258, 213);(415, 236);(482, 281);(527, 236);(348, 371);(325, 483);(303, 595);(415, 371);(482, 461);(527, 573);(348, 146);(370, 146);(325, 168);(392, 168);(0, 0)
36;(370, 168);(370, 236);(325, 236);(258, 258);(258, 213);(415, 236);(483, 281);(527, 236);(348, 393);(325, 505);(325, 596);(415, 371);(460, 483);(527, 574);(348, 168);(370, 168);(348, 169);(393, 168);(0, 0)
37;(370, 191);(392, 258);(347, 258);(280, 280);(280, 213);(437, 258);(505, 281);(527, 213);(370, 393);(347, 506);(348, 596);(437, 393);(460, 505);(505, 596);(370, 190);(392, 169);(348, 191);(415, 191);(0, 0)
38;(393, 213);(414, 259);(348, 259);(280, 281);(280, 214);(459, 258);(505, 280);(505, 213);(370, 416);(348, 506);(348, 618);(438, 416);(460, 506);(505, 618);(392, 191);(415, 191);(370, 213);(437, 213);(0, 0)
39;(393, 213);(414, 259);(348, 259);(280, 281);(280, 214);(459, 258);(505, 280);(505, 213);(370, 416);(348, 506);(348, 618);(438, 416);(460, 506);(505, 618);(392, 191);(415, 191);(370, 213);(437, 213);(0, 0)
40;(415, 213);(415, 280);(370, 281);(302, 303);(280, 235);(460, 280);(505, 280);(505, 213);(392, 416);(370, 528);(348, 618);(460, 416);(482, 528);(505, 618);(393, 191);(415, 191);(392, 213);(437, 213);(0, 0)
41;(415, 213);(437, 259);(392, 280);(325, 303);(281, 236);(460, 259);(505, 280);(483, 213);(393, 416);(348, 506);(348, 596);(460, 416);(482, 506);(505, 618);(415, 191);(437, 191);(393, 213);(438, 213);(0, 0)
42;(415, 191);(437, 236);(393, 258);(347, 303);(302, 258);(482, 236);(505, 280);(482, 213);(393, 393);(347, 483);(347, 595);(460, 394);(482, 506);(505, 618);(415, 169);(437, 169);(415, 191);(460, 191);(0, 0)
43;(437, 168);(438, 236);(414, 236);(370, 303);(303, 281);(482, 236);(505, 280);(460, 213);(415, 371);(347, 461);(347, 573);(460, 393);(482, 505);(505, 596);(415, 168);(438, 168);(415, 168);(460, 168);(0, 0)
44;(437, 168);(459, 214);(415, 236);(370, 303);(325, 281);(483, 213);(505, 280);(460, 235);(415, 349);(325, 438);(347, 551);(460, 371);(482, 483);(505, 596);(437, 146);(459, 146);(415, 168);(460, 168);(0, 0)
45;(437, 168);(459, 214);(415, 236);(370, 303);(325, 281);(483, 213);(505, 280);(460, 235);(415, 370);(325, 438);(347, 551);(460, 371);(482, 483);(505, 596);(437, 146);(459, 146);(415, 168);(460, 168);(0, 0)
46;(437, 146);(459, 213);(415, 213);(392, 281);(325, 304);(483, 213);(505, 280);(438, 258);(415, 348);(325, 393);(347, 506);(460, 370);(482, 483);(505, 596);(437, 146);(459, 146);(415, 146);(460, 146);(0, 0)
47;(438, 146);(460, 213);(415, 213);(393, 281);(348, 326);(483, 213);(505, 281);(438, 281);(415, 348);(325, 371);(326, 483);(460, 348);(482, 461);(527, 595);(437, 145);(460, 145);(415, 146);(482, 146);(0, 0)
48;(438, 146);(460, 213);(415, 213);(415, 281);(415, 303);(483, 213);(504, 281);(438, 304);(415, 326);(325, 348);(325, 461);(482, 348);(482, 461);(527, 596);(437, 145);(460, 145);(437, 146);(482, 146);(0, 0)
49;(438, 146);(460, 213);(415, 214);(415, 303);(415, 326);(504, 213);(483, 303);(460, 326);(415, 326);(325, 326);(325, 439);(482, 348);(482, 461);(527, 596);(437, 146);(460, 146);(437, 146);(482, 146);(0, 0)
50;(459, 168);(460, 235);(437, 236);(415, 303);(393, 348);(504, 214);(504, 303);(460, 348);(437, 326);(325, 303);(325, 416);(482, 349);(482, 461);(527, 596);(437, 146);(460, 146);(437, 168);(482, 168);(0, 0)
51;(459, 168);(460, 235);(437, 236);(415, 303);(393, 348);(504, 214);(504, 303);(460, 348);(437, 326);(325, 303);(325, 416);(482, 349);(482, 461);(527, 596);(437, 146);(460, 146);(437, 168);(482, 168);(0, 0)
52;(460, 169);(460, 236);(437, 258);(437, 326);(370, 303);(505, 236);(504, 326);(460, 371);(437, 348);(347, 303);(303, 416);(482, 371);(482, 483);(527, 618);(438, 168);(460, 168);(437, 169);(482, 169);(0, 0)
53;(460, 191);(460, 258);(437, 258);(437, 326);(370, 303);(505, 258);(504, 348);(438, 393);(437, 370);(348, 303);(303, 415);(482, 393);(482, 505);(527, 618);(438, 190);(460, 190);(437, 191);(482, 191);(0, 0)
54;(460, 191);(460, 258);(437, 280);(437, 348);(393, 371);(505, 258);(504, 348);(437, 393);(415, 371);(348, 303);(303, 415);(482, 393);(482, 506);(527, 618);(438, 191);(460, 191);(437, 191);(482, 191);(0, 0)
55;(459, 191);(460, 258);(437, 259);(437, 326);(393, 349);(505, 258);(504, 348);(437, 370);(415, 371);(347, 303);(303, 416);(482, 393);(482, 506);(527, 618);(438, 191);(460, 190);(437, 191);(482, 191);(0, 0)
56;(438, 190);(460, 258);(415, 258);(415, 325);(392, 304);(504, 236);(504, 326);(437, 326);(415, 371);(325, 304);(303, 438);(460, 393);(482, 505);(527, 618);(437, 168);(460, 168);(437, 191);(482, 191);(0, 0)
57;(438, 190);(460, 258);(415, 258);(415, 325);(392, 304);(505, 236);(504, 326);(437, 326);(415, 371);(325, 304);(303, 438);(460, 393);(482, 484);(527, 618);(437, 168);(460, 168);(437, 191);(482, 191);(0, 0)
58;(438, 168);(460, 236);(415, 236);(393, 303);(393, 281);(483, 235);(505, 303);(437, 281);(415, 348);(325, 326);(302, 439);(460, 371);(482, 483);(527, 596);(437, 168);(460, 168);(415, 168);(482, 168);(0, 0)
59;(437, 146);(438, 213);(415, 214);(392, 303);(348, 304);(483, 213);(505, 259);(437, 258);(415, 348);(303, 326);(281, 461);(460, 371);(482, 483);(527, 596);(437, 146);(459, 146);(415, 168);(460, 146);(0, 0)
60;(437, 146);(438, 213);(393, 214);(370, 281);(303, 281);(482, 213);(505, 258);(438, 213);(393, 348);(303, 349);(280, 484);(460, 371);(482, 483);(505, 596);(415, 145);(438, 145);(415, 146);(460, 146);(0, 0)
61;(437, 145);(437, 213);(393, 213);(348, 259);(280, 258);(482, 191);(505, 236);(460, 191);(392, 348);(302, 393);(280, 528);(438, 349);(460, 483);(505, 596);(415, 124);(438, 124);(415, 146);(460, 146);(0, 0)
62;(415, 146);(437, 213);(392, 213);(325, 258);(280, 236);(460, 191);(505, 235);(460, 168);(392, 348);(303, 416);(280, 551);(438, 349);(460, 461);(504, 596);(415, 145);(437, 145);(393, 146);(460, 146);(0, 0)
63;(415, 146);(437, 213);(392, 213);(325, 258);(280, 236);(460, 191);(505, 235);(460, 168);(392, 348);(303, 416);(280, 551);(438, 349);(460, 461);(504, 596);(415, 145);(437, 145);(393, 146);(460, 146);(0, 0)
64;(415, 146);(415, 213);(370, 214);(303, 258);(258, 213);(460, 213);(505, 214);(482, 168);(370, 370);(325, 461);(280, 573);(437, 371);(459, 483);(482, 596);(393, 146);(415, 146);(392, 146);(437, 146);(0, 0)
65;(415, 168);(415, 236);(370, 236);(281, 258);(258, 191);(460, 236);(505, 235);(482, 168);(370, 371);(325, 483);(303, 596);(415, 371);(437, 483);(482, 618);(393, 146);(415, 168);(392, 168);(437, 168);(0, 0)
66;(393, 190);(393, 236);(348, 236);(280, 258);(258, 190);(438, 236);(505, 236);(504, 169);(348, 393);(325, 506);(325, 618);(415, 393);(437, 506);(482, 618);(392, 168);(415, 168);(370, 191);(415, 191);(0, 0)
67;(392, 191);(392, 258);(347, 258);(258, 258);(258, 190);(437, 258);(505, 258);(505, 191);(347, 415);(325, 506);(325, 618);(415, 416);(437, 506);(482, 618);(392, 191);(393, 191);(370, 191);(415, 191);(0, 0)
68;(392, 191);(370, 258);(325, 258);(258, 258);(258, 191);(415, 258);(505, 259);(527, 213);(326, 416);(303, 528);(325, 618);(393, 415);(437, 506);(482, 618);(370, 191);(393, 191);(370, 191);(415, 191);(0, 0)
69;(392, 191);(370, 258);(325, 258);(258, 258);(258, 191);(415, 258);(505, 259);(527, 213);(326, 416);(303, 528);(325, 618);(393, 416);(437, 506);(482, 618);(370, 191);(393, 191);(370, 191);(415, 191);(0, 0)
70;(393, 191);(370, 258);(325, 236);(258, 258);(258, 191);(415, 258);(483, 281);(527, 235);(326, 393);(303, 506);(325, 618);(393, 393);(437, 484);(482, 596);(392, 169);(393, 169);(348, 191);(370, 258);(0, 0)
71;(393, 168);(370, 236);(325, 236);(280, 258);(280, 213);(415, 236);(482, 280);(527, 236);(325, 393);(325, 506);(325, 618);(393, 371);(437, 461);(460, 573);(392, 168);(393, 168);(348, 168);(370, 235);(0, 0)
72;(393, 168);(370, 214);(325, 214);(280, 280);(280, 235);(415, 214);(482, 280);(528, 258);(326, 371);(325, 483);(325, 618);(393, 349);(460, 460);(438, 551);(392, 146);(393, 146);(348, 168);(370, 236);(0, 0)
73;(393, 146);(370, 213);(325, 191);(280, 258);(303, 258);(415, 213);(460, 280);(527, 281);(347, 349);(325, 483);(325, 596);(393, 348);(460, 416);(438, 528);(392, 146);(393, 146);(348, 146);(393, 146);(0, 0)
74;(393, 146);(370, 191);(325, 191);(281, 258);(303, 281);(415, 213);(460, 281);(505, 303);(347, 348);(325, 483);(325, 596);(393, 348);(460, 393);(437, 506);(392, 145);(393, 145);(348, 146);(370, 191);(0, 0)
75;(393, 146);(370, 191);(325, 191);(281, 258);(303, 281);(415, 213);(460, 281);(505, 303);(347, 348);(325, 483);(325, 596);(393, 348);(460, 393);(437, 506);(392, 145);(393, 124);(348, 146);(370, 191);(0, 0)
76;(393, 146);(370, 213);(325, 191);(303, 258);(303, 304);(415, 213);(438, 281);(504, 326);(347, 348);(325, 461);(325, 596);(415, 348);(460, 371);(437, 483);(392, 124);(393, 124);(348, 146);(370, 191);(0, 0)
77;(393, 146);(370, 213);(325, 213);(303, 281);(303, 348);(415, 213);(437, 303);(482, 348);(347, 349);(325, 483);(325, 596);(393, 348);(460, 370);(437, 461);(392, 146);(393, 146);(348, 146);(392, 146);(0, 0)
78;(393, 168);(370, 214);(325, 214);(303, 303);(303, 371);(415, 236);(415, 303);(438, 326);(347, 371);(325, 483);(325, 596);(393, 349);(460, 348);(415, 461);(370, 146);(393, 146);(348, 168);(392, 146);(0, 0)
79;(393, 168);(370, 236);(325, 236);(303, 325);(325, 393);(415, 258);(415, 326);(437, 348);(347, 393);(325, 506);(325, 618);(393, 371);(460, 348);(415, 483);(370, 168);(393, 168);(348, 169);(392, 168);(0, 0)
80;(392, 191);(370, 258);(325, 258);(325, 326);(325, 415);(415, 258);(415, 326);(415, 348);(347, 393);(325, 506);(325, 618);(393, 371);(460, 370);(437, 483);(370, 190);(392, 169);(348, 191);(392, 190);(0, 0)
81;(392, 191);(370, 258);(325, 258);(325, 326);(325, 415);(415, 258);(415, 326);(415, 348);(347, 393);(325, 506);(325, 618);(393, 371);(460, 370);(437, 483);(370, 190);(392, 169);(348, 191);(371, 191);(0, 0)
82;(392, 191);(370, 259);(325, 258);(325, 348);(347, 394);(415, 259);(415, 348);(459, 349);(348, 394);(325, 506);(325, 618);(415, 393);(460, 371);(437, 483);(370, 191);(392, 191);(348, 213);(392, 236);(0, 0)
83;(392, 191);(370, 258);(325, 258);(325, 326);(370, 371);(415, 259);(437, 348);(437, 371);(348, 394);(325, 528);(325, 618);(415, 393);(482, 371);(460, 505);(370, 191);(392, 190);(348, 213);(393, 191);(0, 0)
84;(392, 190);(370, 258);(326, 258);(348, 303);(393, 326);(415, 258);(460, 326);(505, 371);(348, 393);(326, 506);(325, 618);(415, 371);(483, 371);(460, 506);(370, 169);(392, 168);(348, 191);(393, 191);(0, 0)
85;(393, 168);(392, 236);(347, 236);(370, 258);(415, 258);(437, 236);(482, 303);(550, 348);(370, 393);(347, 505);(325, 618);(415, 371);(505, 371);(483, 506);(370, 168);(393, 168);(370, 169);(415, 168);(0, 0)
86;(393, 168);(393, 235);(370, 214);(370, 235);(437, 213);(438, 235);(504, 281);(572, 303);(370, 371);(348, 505);(325, 596);(437, 370);(505, 393);(505, 528);(392, 146);(415, 146);(370, 168);(415, 168);(0, 0)
87;(393, 168);(393, 235);(370, 214);(370, 235);(437, 213);(438, 235);(504, 281);(572, 303);(370, 371);(348, 505);(325, 596);(437, 370);(505, 393);(505, 528);(392, 146);(415, 146);(370, 168);(415, 168);(0, 0)
88;(415, 146);(393, 214);(370, 213);(370, 213);(414, 168);(438, 214);(505, 258);(595, 258);(392, 371);(370, 484);(347, 596);(459, 348);(527, 415);(549, 528);(415, 146);(415, 146);(392, 168);(437, 168);(0, 0)
89;(437, 146);(415, 213);(392, 213);(392, 169);(437, 101);(460, 214);(528, 214);(617, 213);(415, 371);(370, 483);(370, 596);(460, 349);(528, 438);(572, 551);(415, 146);(437, 145);(393, 168);(527, 416);(0, 0)
90;(438, 146);(437, 213);(393, 213);(415, 145);(437, 78);(482, 214);(549, 213);(618, 168);(415, 371);(370, 483);(370, 596);(482, 349);(549, 461);(594, 573);(437, 146);(459, 146);(415, 168);(460, 168);(0, 0)
91;(460, 146);(460, 213);(415, 213);(415, 146);(437, 56);(505, 214);(550, 191);(617, 145);(415, 371);(392, 484);(393, 596);(483, 371);(550, 483);(617, 596);(459, 146);(460, 146);(437, 168);(482, 168);(0, 0)
92;(482, 168);(460, 235);(437, 214);(415, 146);(415, 78);(527, 236);(550, 213);(595, 123);(437, 393);(393, 506);(415, 618);(505, 393);(550, 483);(617, 618);(460, 168);(482, 168);(438, 168);(505, 168);(0, 0)
93;(482, 168);(482, 235);(437, 214);(415, 146);(415, 78);(527, 236);(550, 213);(595, 123);(437, 393);(393, 506);(415, 618);(505, 393);(550, 483);(617, 618);(460, 168);(482, 168);(438, 168);(505, 168);(0, 0)
94;(504, 190);(483, 236);(460, 236);(415, 168);(415, 78);(528, 236);(572, 168);(572, 101);(438, 393);(415, 506);(415, 618);(505, 393);(572, 505);(617, 619);(482, 168);(505, 168);(482, 191);(527, 190);(0, 0)
95;(505, 191);(527, 236);(482, 236);(437, 190);(393, 101);(550, 236);(572, 146);(550, 100);(482, 394);(437, 506);(415, 618);(528, 394);(595, 506);(639, 641);(505, 190);(527, 169);(483, 191);(549, 191);(0, 0)
96;(528, 191);(549, 236);(505, 236);(459, 213);(393, 146);(594, 236);(572, 168);(549, 101);(505, 394);(460, 506);(415, 618);(572, 394);(617, 506);(639, 641);(527, 169);(550, 168);(505, 191);(572, 191);(0, 0)
97;(549, 191);(572, 236);(527, 236);(460, 236);(393, 191);(617, 236);(595, 213);(527, 123);(527, 393);(482, 506);(415, 618);(594, 393);(639, 506);(639, 641);(549, 213);(550, 190);(550, 191);(550, 191);(0, 0)
98;(594, 168);(594, 235);(550, 236);(482, 236);(393, 214);(639, 214);(572, 191);(527, 146);(550, 393);(504, 506);(460, 596);(617, 393);(662, 506);(639, 641);(573, 168);(594, 168);(573, 190);(595, 169);(0, 0)
99;(594, 168);(594, 235);(550, 236);(482, 236);(393, 214);(639, 214);(572, 191);(527, 146);(550, 393);(504, 506);(460, 596);(617, 393);(662, 506);(639, 641);(573, 168);(594, 168);(594, 190);(595, 168);(0, 0)
100;(595, 169);(617, 236);(572, 236);(504, 259);(415, 259);(662, 214);(639, 236);(550, 213);(572, 393);(527, 506);(505, 596);(640, 393);(662, 506);(640, 641);(595, 168);(617, 168);(573, 190);(639, 169);(0, 0)
101;(617, 168);(617, 236);(594, 236);(527, 281);(438, 325);(684, 214);(661, 258);(572, 258);(595, 393);(550, 484);(550, 596);(662, 393);(684, 506);(640, 641);(617, 168);(639, 168);(595, 190);(662, 168);(0, 0)
102;(640, 168);(640, 236);(595, 258);(550, 304);(504, 370);(706, 235);(684, 281);(617, 326);(617, 393);(594, 506);(617, 596);(684, 394);(685, 528);(640, 641);(639, 168);(662, 168);(617, 190);(662, 168);(0, 0)
103;(662, 168);(662, 236);(617, 258);(594, 326);(549, 393);(707, 236);(707, 304);(685, 371);(639, 394);(639, 528);(684, 618);(707, 394);(707, 528);(662, 640);(662, 168);(662, 168);(640, 191);(685, 169);(0, 0)
104;(684, 190);(685, 258);(640, 258);(617, 348);(595, 416);(751, 258);(752, 326);(752, 393);(662, 416);(662, 528);(729, 574);(729, 416);(707, 528);(662, 640);(684, 168);(685, 168);(662, 191);(707, 190);(0, 0)
105;(684, 190);(685, 258);(640, 258);(617, 348);(595, 416);(751, 258);(752, 326);(752, 393);(662, 416);(662, 528);(729, 574);(729, 416);(707, 528);(662, 640);(684, 168);(685, 168);(662, 191);(707, 190);(0, 0)
106;(707, 191);(707, 258);(662, 259);(662, 348);(662, 438);(752, 258);(796, 326);(797, 415);(685, 416);(707, 528);(775, 618);(751, 416);(729, 528);(662, 640);(685, 190);(707, 190);(684, 191);(729, 191);(0, 0)
107;(729, 191);(729, 259);(684, 280);(685, 349);(707, 416);(774, 258);(819, 326);(864, 393);(707, 438);(751, 528);(819, 618);(774, 416);(752, 528);(685, 619);(707, 191);(729, 191);(706, 213);(752, 191);(0, 0)
108;(730, 213);(752, 280);(707, 281);(707, 348);(774, 394);(797, 259);(842, 326);(909, 393);(729, 416);(752, 528);(819, 619);(796, 416);(774, 528);(707, 618);(729, 191);(752, 191);(707, 213);(774, 213);(0, 0)
109;(752, 191);(774, 259);(729, 259);(752, 326);(819, 349);(819, 258);(864, 304);(932, 348);(752, 416);(752, 528);(819, 618);(797, 416);(797, 506);(752, 618);(752, 191);(774, 191);(729, 213);(774, 191);(0, 0)
110;(774, 191);(775, 258);(730, 258);(774, 303);(842, 303);(841, 258);(887, 281);(976, 304);(752, 416);(774, 528);(797, 596);(819, 415);(841, 506);(797, 596);(752, 190);(774, 169);(752, 191);(797, 191);(0, 0)
111;(774, 191);(775, 258);(730, 258);(774, 303);(842, 303);(841, 258);(887, 281);(976, 304);(752, 416);(774, 528);(797, 596);(819, 415);(841, 506);(797, 596);(752, 190);(774, 169);(752, 191);(797, 191);(0, 0)
112;(797, 168);(797, 236);(752, 236);(796, 259);(864, 258);(842, 236);(909, 258);(977, 259);(774, 393);(774, 506);(797, 618);(842, 393);(864, 483);(842, 596);(774, 168);(797, 168);(774, 190);(819, 169);(0, 0)
113;(819, 168);(819, 213);(774, 214);(819, 235);(886, 191);(864, 213);(931, 236);(999, 235);(797, 393);(797, 506);(797, 618);(864, 371);(887, 483);(886, 596);(797, 146);(819, 146);(796, 168);(841, 168);(0, 0)
114;(841, 146);(841, 213);(797, 213);(819, 213);(887, 146);(886, 213);(932, 213);(1021, 191);(819, 371);(819, 484);(797, 618);(886, 370);(909, 461);(931, 596);(819, 146);(842, 145);(797, 168);(842, 168);(0, 0)
115;(842, 146);(842, 191);(819, 191);(819, 191);(909, 101);(887, 213);(954, 191);(1043, 146);(841, 371);(819, 483);(819, 596);(909, 349);(932, 461);(976, 595);(820, 145);(842, 124);(819, 146);(864, 146);(0, 0)
116;(886, 146);(864, 191);(841, 191);(842, 168);(909, 78);(909, 191);(976, 191);(1044, 123);(864, 370);(841, 483);(819, 596);(909, 349);(954, 461);(999, 596);(864, 146);(909, 123);(864, 168);(887, 146);(0, 0)
