;head;neck;right_shoulder;right_elbow;right_wrist;left_shoulder;left_elbow;left_wrist;right_hip;right_knee;right_foot;left_hip;left_knee;left_foot;right_eye;left_eye;right_ear;left_ear;indet
521;(280, 169);(326, 258);(302, 258);(302, 326);(236, 304);(370, 236);(437, 304);(415, 393);(303, 393);(235, 348);(325, 641);(348, 394);(235, 348);(303, 641);(280, 168);(302, 168);(303, 190);(325, 190);(0, 0)
522;(280, 169);(347, 258);(303, 258);(303, 348);(281, 326);(370, 236);(415, 325);(392, 393);(303, 393);(235, 371);(325, 641);(370, 415);(280, 505);(325, 641);(280, 168);(302, 168);(303, 190);(325, 190);(0, 0)
523;(280, 169);(347, 258);(303, 258);(302, 348);(280, 371);(370, 236);(415, 325);(348, 371);(325, 393);(235, 393);(325, 641);(370, 393);(302, 506);(325, 641);(280, 168);(302, 168);(347, 191);(325, 169);(0, 0)
524;(280, 168);(347, 236);(303, 258);(303, 326);(258, 371);(370, 236);(392, 325);(325, 349);(348, 371);(235, 438);(325, 641);(392, 393);(258, 438);(370, 528);(280, 168);(302, 168);(325, 191);(325, 168);(0, 0)
525;(280, 168);(326, 236);(303, 258);(325, 304);(280, 348);(348, 236);(348, 325);(280, 348);(348, 393);(302, 484);(325, 641);(392, 393);(281, 483);(415, 551);(280, 146);(302, 146);(325, 191);(325, 168);(0, 0)
526;(280, 168);(325, 236);(325, 236);(325, 303);(236, 326);(347, 236);(325, 304);(257, 326);(370, 393);(303, 506);(325, 641);(392, 393);(325, 506);(460, 573);(280, 146);(302, 146);(325, 191);(325, 168);(0, 0)
527;(280, 168);(325, 236);(325, 236);(325, 303);(236, 326);(347, 236);(325, 304);(257, 326);(370, 393);(303, 506);(325, 641);(392, 393);(325, 506);(460, 573);(280, 146);(302, 146);(325, 191);(325, 168);(0, 0)
528;(280, 168);(326, 236);(347, 236);(281, 281);(258, 281);(325, 236);(302, 304);(236, 303);(370, 394);(303, 506);(325, 641);(393, 394);(392, 528);(505, 574);(280, 168);(302, 168);(325, 169);(325, 169);(0, 0)
529;(281, 190);(326, 236);(348, 236);(303, 326);(258, 281);(325, 236);(280, 303);(235, 281);(370, 416);(303, 506);(325, 640);(392, 415);(415, 550);(325, 663);(280, 168);(303, 168);(370, 191);(325, 191);(0, 0)
530;(281, 191);(347, 258);(370, 258);(347, 326);(303, 303);(325, 258);(258, 303);(235, 281);(370, 416);(302, 528);(325, 641);(393, 416);(460, 551);(572, 618);(281, 191);(303, 191);(370, 213);(326, 191);(0, 0)
531;(302, 213);(347, 281);(370, 280);(325, 348);(325, 303);(325, 281);(235, 325);(235, 281);(370, 438);(281, 506);(595, 618);(414, 438);(504, 550);(325, 663);(302, 191);(303, 213);(325, 213);(347, 213);(0, 0)
532;(302, 235);(348, 303);(370, 281);(392, 303);(303, 303);(325, 303);(235, 326);(280, 281);(370, 439);(280, 528);(325, 641);(415, 439);(505, 551);(325, 663);(303, 213);(303, 213);(325, 236);(347, 236);(0, 0)
533;(302, 235);(348, 303);(370, 281);(392, 303);(303, 303);(325, 303);(235, 326);(280, 281);(370, 460);(280, 528);(325, 641);(415, 439);(505, 551);(325, 663);(303, 213);(303, 213);(325, 236);(347, 236);(0, 0)
534;(303, 236);(348, 303);(370, 303);(348, 349);(280, 303);(325, 303);(235, 348);(258, 303);(437, 439);(281, 528);(617, 641);(415, 461);(505, 551);(325, 663);(303, 236);(303, 236);(258, 281);(347, 236);(0, 0)
535;(302, 236);(348, 303);(370, 303);(348, 349);(280, 303);(325, 303);(235, 348);(258, 303);(370, 461);(280, 528);(617, 641);(415, 461);(505, 551);(325, 663);(303, 236);(303, 236);(325, 236);(347, 236);(0, 0)
536;(302, 235);(347, 281);(370, 281);(347, 349);(258, 326);(325, 303);(258, 348);(258, 304);(370, 460);(280, 528);(325, 641);(415, 460);(505, 551);(325, 663);(302, 213);(303, 213);(326, 236);(347, 236);(0, 0)
537;(302, 213);(347, 259);(348, 259);(370, 348);(280, 303);(325, 281);(280, 326);(258, 325);(370, 438);(280, 528);(325, 641);(415, 438);(482, 550);(595, 618);(302, 191);(303, 191);(325, 213);(347, 213);(0, 0)
538;(281, 191);(347, 258);(347, 258);(325, 326);(280, 303);(347, 258);(325, 326);(258, 326);(370, 416);(281, 528);(325, 641);(393, 416);(460, 550);(572, 618);(281, 169);(303, 168);(325, 191);(347, 191);(0, 0)
539;(281, 191);(347, 258);(347, 258);(325, 326);(280, 303);(347, 258);(325, 326);(258, 326);(370, 416);(281, 528);(325, 641);(393, 416);(460, 550);(572, 618);(281, 169);(303, 168);(325, 191);(347, 191);(0, 0)
540;(302, 168);(347, 236);(325, 236);(325, 304);(280, 304);(347, 236);(347, 325);(258, 348);(370, 394);(415, 528);(549, 596);(370, 393);(303, 506);(325, 663);(302, 146);(303, 146);(325, 191);(347, 169);(0, 0)
541;(303, 146);(325, 235);(303, 236);(325, 303);(280, 348);(370, 214);(370, 303);(303, 348);(348, 393);(302, 506);(303, 641);(393, 393);(392, 506);(505, 573);(302, 146);(303, 146);(347, 168);(347, 168);(0, 0)
542;(303, 146);(326, 213);(303, 235);(303, 303);(280, 349);(370, 213);(393, 303);(325, 370);(347, 371);(302, 505);(303, 640);(392, 371);(348, 506);(460, 551);(303, 123);(325, 124);(347, 168);(348, 146);(0, 0)
543;(303, 146);(347, 213);(302, 235);(303, 303);(280, 371);(370, 213);(415, 303);(370, 371);(325, 371);(280, 483);(303, 619);(392, 371);(325, 483);(437, 529);(303, 123);(325, 124);(302, 146);(348, 146);(0, 0)
544;(325, 146);(347, 214);(302, 236);(302, 304);(280, 393);(371, 213);(415, 303);(393, 371);(325, 371);(280, 505);(303, 619);(370, 393);(303, 483);(393, 528);(303, 124);(325, 124);(302, 146);(348, 146);(0, 0)
545;(325, 146);(347, 214);(302, 236);(302, 304);(280, 393);(371, 213);(415, 303);(393, 371);(325, 371);(280, 505);(303, 619);(370, 393);(303, 483);(393, 528);(303, 124);(325, 124);(302, 146);(348, 146);(0, 0)
546;(325, 146);(347, 236);(302, 236);(281, 326);(280, 393);(392, 235);(415, 304);(415, 393);(325, 371);(280, 461);(302, 640);(392, 393);(302, 461);(370, 528);(303, 146);(326, 146);(303, 168);(370, 168);(0, 0)
547;(325, 168);(347, 236);(302, 258);(280, 348);(258, 415);(393, 236);(437, 326);(438, 394);(325, 393);(280, 506);(303, 641);(392, 393);(281, 461);(348, 528);(325, 146);(347, 146);(303, 168);(370, 168);(0, 0)
548;(325, 168);(347, 258);(302, 258);(280, 348);(258, 416);(393, 258);(438, 326);(438, 415);(325, 393);(258, 528);(303, 641);(392, 394);(302, 461);(348, 528);(325, 168);(347, 168);(303, 169);(370, 169);(0, 0)
549;(347, 168);(348, 258);(302, 258);(280, 348);(258, 416);(393, 258);(438, 326);(438, 393);(325, 394);(280, 528);(303, 641);(392, 394);(303, 461);(348, 529);(325, 168);(348, 168);(325, 169);(370, 168);(0, 0)
550;(347, 168);(348, 236);(303, 236);(280, 326);(258, 393);(415, 236);(459, 325);(437, 371);(325, 393);(280, 506);(303, 641);(392, 393);(325, 461);(370, 550);(325, 146);(370, 146);(325, 168);(370, 168);(0, 0)
551;(347, 168);(348, 236);(303, 236);(280, 326);(258, 393);(415, 236);(460, 325);(437, 371);(325, 393);(280, 528);(303, 641);(392, 393);(325, 461);(370, 550);(325, 146);(370, 146);(325, 168);(370, 168);(0, 0)
552;(348, 146);(370, 235);(303, 235);(280, 303);(258, 349);(415, 235);(460, 303);(415, 326);(325, 393);(302, 506);(303, 640);(392, 393);(348, 461);(393, 551);(347, 145);(370, 145);(325, 146);(392, 146);(0, 0)
553;(370, 124);(370, 213);(325, 213);(280, 281);(280, 326);(437, 213);(460, 303);(393, 303);(325, 371);(303, 506);(303, 619);(393, 371);(392, 461);(415, 551);(348, 123);(370, 123);(347, 145);(393, 145);(0, 0)
554;(370, 123);(392, 191);(325, 191);(281, 259);(303, 281);(437, 191);(460, 281);(393, 259);(347, 370);(325, 483);(303, 618);(415, 349);(415, 461);(437, 573);(370, 123);(392, 123);(348, 123);(415, 123);(0, 0)
555;(392, 123);(392, 191);(347, 191);(302, 258);(325, 258);(438, 191);(460, 281);(393, 258);(348, 349);(325, 483);(325, 618);(437, 348);(438, 461);(460, 573);(370, 101);(392, 101);(370, 123);(415, 123);(0, 0)
556;(392, 123);(393, 191);(348, 191);(303, 258);(347, 236);(460, 191);(460, 259);(393, 236);(370, 370);(347, 483);(325, 618);(437, 349);(460, 461);(483, 596);(392, 101);(415, 101);(370, 123);(437, 123);(0, 0)
557;(392, 123);(393, 191);(348, 191);(303, 258);(347, 236);(460, 191);(460, 259);(393, 236);(370, 370);(347, 483);(325, 618);(437, 349);(460, 461);(483, 596);(392, 101);(415, 101);(370, 123);(437, 123);(0, 0)
558;(393, 123);(415, 191);(370, 191);(325, 258);(347, 236);(460, 191);(460, 259);(415, 236);(370, 370);(348, 484);(348, 618);(438, 370);(482, 483);(527, 618);(393, 123);(415, 123);(392, 123);(437, 124);(0, 0)
559;(415, 146);(415, 213);(370, 213);(326, 258);(348, 236);(482, 213);(482, 258);(415, 236);(392, 371);(348, 506);(348, 640);(460, 371);(505, 506);(550, 641);(415, 124);(437, 124);(392, 146);(438, 146);(0, 0)
560;(437, 146);(437, 214);(392, 214);(348, 258);(370, 236);(482, 235);(482, 258);(437, 236);(393, 393);(370, 528);(370, 641);(460, 393);(527, 528);(572, 641);(415, 146);(438, 146);(415, 146);(460, 168);(0, 0)
561;(438, 168);(460, 236);(415, 236);(370, 280);(393, 236);(505, 236);(504, 258);(459, 236);(415, 415);(370, 528);(370, 641);(482, 415);(549, 528);(594, 663);(437, 146);(460, 146);(415, 168);(482, 168);(0, 0)
562;(460, 168);(482, 236);(415, 236);(392, 281);(415, 258);(527, 236);(527, 280);(482, 236);(437, 415);(392, 528);(370, 641);(505, 416);(550, 528);(595, 663);(460, 146);(482, 146);(438, 168);(504, 168);(0, 0)
563;(460, 168);(482, 236);(415, 236);(392, 281);(415, 258);(527, 236);(527, 280);(482, 236);(437, 415);(392, 528);(370, 641);(505, 416);(550, 528);(595, 663);(460, 146);(482, 146);(438, 168);(504, 168);(0, 0)
564;(482, 168);(483, 235);(437, 235);(393, 281);(437, 259);(550, 236);(550, 281);(505, 258);(460, 393);(415, 528);(370, 640);(527, 393);(572, 506);(595, 663);(482, 146);(505, 146);(460, 168);(527, 168);(0, 0)
565;(505, 146);(505, 214);(460, 235);(415, 303);(460, 281);(572, 214);(595, 303);(527, 259);(482, 393);(437, 506);(392, 640);(550, 393);(594, 528);(595, 664);(504, 145);(527, 145);(482, 146);(549, 146);(0, 0)
566;(527, 146);(528, 213);(482, 214);(438, 303);(482, 303);(595, 213);(618, 303);(550, 281);(505, 393);(460, 506);(415, 619);(572, 393);(595, 528);(595, 685);(527, 124);(549, 124);(505, 146);(550, 146);(0, 0)
567;(550, 146);(550, 213);(505, 213);(460, 303);(483, 326);(617, 213);(662, 303);(595, 325);(527, 393);(482, 506);(482, 618);(595, 393);(617, 528);(595, 664);(528, 124);(550, 123);(527, 146);(573, 145);(0, 0)
568;(572, 124);(572, 213);(527, 213);(505, 303);(505, 348);(640, 213);(684, 303);(640, 348);(528, 393);(505, 528);(527, 618);(617, 393);(617, 528);(595, 663);(550, 123);(572, 123);(549, 145);(595, 124);(0, 0)
569;(572, 124);(572, 213);(527, 213);(505, 303);(505, 348);(640, 213);(684, 303);(640, 348);(528, 393);(505, 528);(527, 618);(617, 393);(617, 528);(595, 663);(550, 123);(572, 123);(549, 145);(595, 124);(0, 0)
570;(595, 124);(595, 213);(549, 213);(527, 303);(527, 371);(662, 213);(685, 303);(684, 349);(550, 393);(550, 528);(572, 596);(639, 393);(639, 528);(617, 663);(572, 123);(595, 123);(572, 145);(617, 124);(0, 0)
571;(617, 124);(617, 213);(572, 213);(550, 303);(527, 371);(684, 213);(707, 303);(707, 371);(572, 393);(595, 528);(640, 619);(662, 393);(640, 528);(617, 663);(595, 123);(617, 123);(594, 145);(640, 124);(0, 0)
572;(639, 145);(639, 213);(572, 214);(572, 304);(550, 393);(706, 213);(729, 303);(730, 393);(595, 393);(617, 528);(684, 618);(662, 393);(662, 528);(617, 663);(617, 123);(640, 123);(595, 146);(662, 145);(0, 0)
573;(640, 146);(662, 235);(595, 235);(572, 326);(550, 393);(707, 235);(730, 304);(752, 393);(617, 415);(684, 528);(707, 619);(685, 393);(684, 528);(617, 663);(639, 124);(662, 124);(617, 146);(684, 146);(0, 0)
574;(662, 146);(662, 236);(617, 236);(595, 326);(572, 394);(729, 236);(752, 326);(775, 393);(640, 416);(685, 528);(752, 641);(707, 415);(707, 528);(640, 641);(662, 146);(684, 146);(640, 168);(706, 146);(0, 0)
575;(662, 146);(662, 236);(617, 236);(595, 326);(572, 394);(729, 236);(752, 326);(775, 393);(640, 416);(685, 528);(752, 641);(707, 415);(707, 528);(640, 641);(662, 146);(684, 146);(640, 168);(706, 146);(0, 0)
576;(684, 168);(685, 236);(639, 258);(617, 326);(572, 416);(752, 236);(774, 326);(797, 393);(662, 416);(707, 528);(752, 641);(729, 416);(752, 528);(684, 641);(662, 146);(685, 146);(662, 168);(707, 168);(0, 0)
577;(707, 168);(707, 258);(640, 258);(617, 348);(595, 416);(752, 236);(797, 326);(820, 393);(684, 416);(707, 550);(752, 641);(752, 416);(775, 528);(707, 640);(685, 146);(707, 146);(684, 168);(729, 168);(0, 0)
578;(729, 168);(729, 236);(662, 258);(640, 348);(639, 416);(774, 236);(797, 325);(842, 393);(685, 416);(729, 551);(751, 640);(752, 394);(819, 506);(752, 619);(707, 146);(730, 146);(685, 168);(752, 168);(0, 0)
579;(752, 146);(730, 236);(684, 236);(662, 326);(684, 416);(797, 236);(819, 303);(864, 370);(707, 415);(729, 528);(752, 641);(774, 393);(841, 505);(775, 618);(730, 146);(752, 146);(707, 146);(797, 123);(0, 0)
580;(775, 145);(752, 213);(707, 213);(684, 304);(730, 371);(797, 213);(841, 303);(864, 326);(729, 393);(730, 528);(752, 641);(796, 371);(864, 483);(819, 618);(774, 123);(796, 123);(729, 146);(774, 123);(0, 0)
581;(775, 145);(752, 213);(707, 213);(684, 304);(730, 371);(797, 213);(841, 303);(864, 326);(729, 393);(730, 528);(752, 641);(796, 371);(864, 483);(819, 618);(774, 123);(796, 123);(729, 146);(774, 123);(0, 0)
582;(819, 124);(774, 213);(729, 213);(707, 303);(797, 348);(819, 213);(842, 281);(887, 303);(730, 371);(730, 506);(752, 641);(819, 371);(864, 483);(842, 618);(797, 123);(819, 123);(752, 123);(797, 123);(0, 0)
583;(820, 123);(796, 191);(751, 191);(752, 281);(842, 303);(841, 191);(864, 259);(887, 281);(752, 371);(751, 506);(751, 640);(819, 371);(886, 483);(886, 619);(819, 123);(820, 123);(775, 123);(819, 123);(0, 0)
584;(842, 123);(797, 191);(752, 191);(774, 258);(864, 258);(842, 191);(864, 258);(909, 258);(774, 371);(752, 506);(730, 619);(820, 370);(887, 483);(909, 619);(841, 101);(842, 123);(797, 123);(841, 123);(0, 0)
585;(864, 123);(819, 191);(775, 191);(819, 258);(886, 236);(864, 213);(909, 281);(931, 258);(774, 371);(752, 506);(729, 640);(842, 371);(909, 506);(954, 640);(864, 123);(864, 123);(819, 123);(842, 123);(0, 0)
586;(886, 145);(841, 213);(797, 191);(842, 258);(909, 236);(864, 213);(909, 281);(931, 236);(797, 393);(774, 528);(729, 641);(864, 393);(931, 506);(976, 641);(864, 123);(886, 123);(841, 145);(864, 123);(0, 0)
587;(886, 145);(841, 213);(797, 191);(842, 258);(909, 236);(864, 213);(909, 281);(931, 258);(797, 393);(774, 528);(729, 641);(864, 393);(931, 506);(976, 641);(864, 123);(886, 123);(841, 145);(864, 123);(0, 0)
588;(909, 146);(842, 214);(819, 213);(887, 258);(932, 236);(886, 213);(932, 281);(932, 236);(819, 394);(774, 528);(707, 641);(864, 393);(953, 506);(976, 663);(887, 146);(887, 146);(864, 146);(886, 146);(0, 0)
589;(909, 168);(864, 236);(842, 236);(909, 258);(954, 236);(886, 236);(932, 303);(954, 258);(841, 416);(775, 550);(707, 641);(886, 416);(976, 528);(998, 663);(909, 168);(909, 146);(864, 168);(886, 168);(0, 0)
590;(931, 190);(886, 258);(864, 258);(954, 281);(977, 236);(887, 236);(954, 303);(976, 258);(864, 416);(797, 551);(707, 641);(908, 416);(999, 506);(999, 663);(909, 168);(909, 169);(887, 191);(1021, 686);(0, 0)
591;(954, 190);(887, 258);(887, 258);(954, 281);(999, 258);(909, 236);(954, 303);(976, 258);(886, 438);(841, 551);(729, 640);(909, 438);(1021, 528);(999, 663);(931, 168);(932, 168);(909, 191);(909, 168);(0, 0)
592;(954, 169);(909, 236);(909, 236);(976, 303);(1021, 258);(909, 236);(954, 303);(999, 258);(909, 416);(864, 573);(752, 618);(932, 416);(1021, 528);(999, 663);(954, 168);(954, 168);(909, 190);(931, 168);(0, 0)
593;(954, 169);(909, 236);(909, 236);(976, 303);(1021, 258);(909, 236);(954, 303);(999, 258);(887, 416);(864, 573);(752, 618);(932, 416);(1021, 528);(999, 663);(954, 168);(954, 168);(909, 190);(931, 168);(0, 0)
594;(976, 168);(909, 236);(909, 236);(954, 303);(1021, 281);(931, 236);(954, 303);(1021, 303);(909, 416);(909, 551);(796, 596);(954, 416);(1021, 506);(999, 663);(954, 168);(976, 146);(931, 168);(819, 686);(0, 0)
595;(977, 146);(931, 235);(909, 214);(931, 303);(999, 303);(953, 235);(954, 281);(1021, 303);(909, 394);(954, 529);(841, 596);(954, 393);(1021, 506);(999, 663);(976, 146);(976, 146);(932, 168);(954, 146);(0, 0)
596;(999, 146);(932, 213);(931, 213);(909, 303);(998, 326);(954, 213);(954, 303);(999, 326);(931, 393);(999, 506);(865, 573);(954, 393);(999, 506);(999, 663);(977, 124);(999, 123);(954, 146);(976, 146);(0, 0)
597;(999, 145);(954, 213);(931, 213);(887, 303);(954, 370);(976, 213);(976, 303);(1021, 348);(931, 371);(1044, 461);(931, 551);(954, 371);(1021, 483);(999, 641);(999, 123);(999, 124);(954, 145);(976, 123);(0, 0)
598;(1021, 124);(954, 213);(931, 213);(887, 303);(931, 371);(976, 213);(977, 304);(1021, 371);(931, 371);(1066, 438);(976, 529);(976, 371);(1066, 438);(999, 641);(999, 123);(999, 123);(976, 145);(998, 123);(0, 0)
599;(1021, 124);(954, 213);(931, 213);(887, 303);(931, 371);(976, 213);(977, 304);(1021, 371);(931, 371);(1066, 438);(976, 529);(976, 371);(1066, 438);(999, 641);(999, 123);(999, 124);(976, 145);(998, 123);(0, 0)
600;(1021, 145);(954, 213);(932, 213);(887, 303);(908, 393);(976, 213);(976, 303);(999, 326);(953, 371);(1089, 393);(999, 663);(954, 370);(999, 484);(999, 641);(999, 123);(999, 145);(976, 146);(999, 145);(0, 0)
601;(1021, 146);(954, 214);(954, 214);(909, 304);(886, 393);(977, 214);(954, 303);(887, 393);(954, 371);(1089, 370);(999, 663);(954, 371);(1021, 506);(999, 663);(1021, 124);(999, 146);(976, 146);(999, 146);(0, 0)
602;(1022, 146);(976, 235);(954, 214);(909, 304);(886, 393);(977, 235);(931, 325);(1044, 483);(954, 371);(1089, 348);(999, 663);(954, 371);(1021, 506);(999, 663);(1021, 146);(1021, 146);(977, 168);(999, 146);(0, 0)
603;(1043, 146);(976, 236);(954, 236);(909, 326);(887, 394);(998, 236);(954, 326);(1044, 483);(954, 393);(1089, 348);(1044, 461);(954, 371);(1022, 506);(999, 663);(1021, 146);(1021, 146);(998, 168);(999, 146);(0, 0)
604;(1043, 168);(976, 236);(954, 236);(909, 326);(931, 415);(998, 236);(909, 326);(909, 416);(954, 393);(1089, 348);(1044, 461);(976, 371);(1043, 528);(999, 663);(1021, 146);(1021, 146);(999, 168);(999, 146);(0, 0)
605;(1043, 168);(976, 236);(954, 236);(909, 326);(931, 415);(998, 236);(909, 326);(909, 416);(954, 393);(1089, 348);(1044, 461);(977, 371);(1043, 528);(999, 663);(1021, 146);(1021, 146);(999, 168);(999, 146);(0, 0)
606;(1044, 146);(976, 235);(954, 235);(931, 326);(954, 394);(998, 235);(976, 325);(976, 371);(954, 393);(1089, 371);(999, 663);(977, 371);(1111, 371);(999, 663);(1021, 146);(1021, 146);(999, 168);(999, 146);(0, 0)
607;(1044, 146);(976, 214);(954, 214);(954, 304);(999, 393);(999, 235);(999, 326);(1066, 348);(932, 371);(1044, 438);(999, 663);(976, 371);(1089, 394);(999, 663);(1021, 146);(1021, 146);(999, 146);(1021, 146);(0, 0)
608;(1043, 146);(976, 213);(976, 213);(976, 303);(1044, 326);(998, 213);(999, 303);(1066, 326);(932, 371);(1066, 460);(999, 663);(954, 371);(1022, 506);(999, 663);(1021, 124);(1021, 146);(999, 146);(999, 124);(0, 0)
609;(1044, 146);(976, 213);(976, 213);(977, 303);(1066, 325);(999, 213);(999, 281);(1066, 304);(953, 371);(1043, 483);(909, 551);(954, 371);(1021, 505);(999, 663);(1021, 123);(1021, 145);(999, 146);(999, 124);(0, 0)
610;(1043, 146);(976, 213);(976, 213);(999, 303);(1067, 303);(998, 213);(999, 281);(1067, 303);(932, 371);(999, 528);(864, 573);(954, 371);(999, 506);(999, 663);(1021, 123);(1021, 145);(999, 146);(976, 213);(0, 0)
611;(1043, 146);(976, 213);(976, 213);(999, 303);(1067, 303);(998, 213);(999, 281);(1067, 303);(932, 371);(999, 528);(864, 573);(954, 371);(999, 506);(999, 663);(1021, 123);(1021, 145);(999, 146);(976, 213);(0, 0)
612;(1043, 146);(976, 213);(976, 213);(1022, 281);(1089, 281);(977, 213);(1021, 303);(1089, 281);(931, 393);(954, 528);(841, 595);(954, 393);(1021, 506);(999, 663);(1021, 124);(1021, 146);(999, 146);(976, 213);(0, 0)
613;(1022, 146);(976, 213);(977, 213);(1044, 281);(1089, 258);(977, 213);(1022, 303);(1089, 280);(931, 394);(909, 551);(796, 596);(954, 415);(1021, 506);(999, 663);(1021, 146);(1021, 146);(998, 168);(999, 146);(0, 0)
614;(1022, 168);(976, 236);(977, 236);(1044, 281);(1089, 280);(976, 235);(1022, 304);(1088, 281);(909, 416);(864, 529);(752, 618);(954, 416);(1043, 506);(999, 663);(1021, 168);(1021, 168);(998, 168);(999, 168);(0, 0)
615;(1022, 191);(976, 258);(976, 258);(1066, 281);(1089, 281);(954, 258);(1021, 325);(1066, 281);(909, 438);(841, 550);(730, 619);(954, 438);(1044, 528);(999, 663);(1021, 169);(1021, 190);(998, 191);(999, 169);(0, 0)
616;(1021, 213);(976, 259);(976, 259);(1066, 303);(1089, 281);(954, 258);(1021, 326);(1066, 281);(909, 439);(819, 551);(729, 641);(954, 460);(1044, 528);(999, 663);(1021, 191);(1021, 213);(977, 213);(999, 191);(0, 0)
617;(1021, 213);(976, 259);(976, 259);(1066, 303);(1089, 280);(954, 258);(1021, 326);(1066, 281);(909, 439);(819, 551);(729, 641);(954, 460);(1044, 528);(999, 663);(1021, 191);(1021, 213);(977, 213);(1066, 281);(0, 0)
618;(1021, 213);(976, 281);(976, 281);(1066, 304);(1089, 281);(954, 280);(1021, 348);(1066, 281);(887, 461);(819, 551);(707, 641);(954, 461);(1044, 528);(999, 663);(1021, 213);(1021, 213);(977, 214);(1066, 303);(0, 0)
619;(1021, 214);(976, 281);(976, 281);(1044, 325);(1089, 281);(954, 281);(1021, 348);(1066, 303);(909, 461);(819, 551);(729, 641);(954, 461);(1044, 528);(999, 663);(1021, 213);(1021, 213);(977, 235);(999, 213);(0, 0)
620;(1022, 213);(976, 281);(976, 281);(1044, 326);(1089, 303);(976, 280);(1021, 348);(1088, 303);(909, 460);(820, 551);(729, 641);(954, 460);(1044, 528);(999, 663);(1021, 213);(1021, 213);(977, 213);(1044, 528);(0, 0)
621;(1043, 191);(976, 258);(976, 258);(1043, 326);(1089, 303);(977, 258);(1021, 348);(1089, 304);(909, 438);(842, 551);(730, 619);(954, 438);(1044, 528);(999, 663);(1021, 191);(1021, 191);(998, 213);(976, 280);(0, 0)
622;(1044, 190);(976, 236);(976, 236);(1021, 326);(1089, 325);(977, 236);(1021, 348);(1089, 326);(931, 416);(886, 551);(752, 618);(976, 416);(1044, 528);(999, 663);(1022, 168);(1021, 169);(999, 190);(976, 258);(0, 0)
623;(1044, 190);(976, 236);(976, 236);(1021, 326);(1089, 325);(977, 236);(1021, 348);(1089, 326);(931, 416);(886, 551);(752, 618);(976, 416);(1044, 528);(999, 663);(1022, 168);(1021, 169);(999, 190);(976, 258);(0, 0)
624;(1044, 168);(977, 236);(976, 236);(977, 325);(1066, 348);(999, 236);(999, 326);(1067, 348);(932, 415);(909, 551);(797, 596);(976, 415);(1044, 528);(999, 663);(1043, 146);(1043, 168);(999, 168);(1021, 146);(0, 0)
625;(1044, 146);(977, 214);(976, 213);(976, 303);(1044, 349);(999, 235);(999, 325);(1066, 349);(932, 393);(954, 529);(841, 596);(976, 393);(1022, 528);(999, 663);(1044, 146);(1044, 146);(999, 146);(1021, 146);(0, 0)
626;(1066, 146);(998, 213);(976, 213);(954, 303);(1021, 371);(999, 213);(999, 325);(1022, 371);(954, 393);(999, 528);(864, 595);(976, 393);(1021, 528);(999, 663);(1044, 123);(1044, 145);(1021, 146);(1021, 124);(0, 0)
627;(1066, 146);(999, 213);(976, 213);(932, 303);(976, 393);(1021, 213);(999, 326);(1043, 393);(954, 371);(1022, 506);(909, 573);(977, 371);(1021, 506);(999, 663);(1044, 123);(1044, 145);(1021, 146);(1022, 124);(0, 0)
628;(1066, 146);(999, 213);(976, 213);(932, 304);(954, 393);(999, 213);(999, 326);(909, 371);(976, 371);(1066, 483);(954, 551);(977, 371);(1022, 484);(999, 663);(1044, 123);(1044, 145);(1021, 146);(1043, 146);(0, 0)
629;(1066, 146);(999, 213);(976, 213);(932, 304);(954, 393);(999, 213);(999, 326);(909, 371);(976, 371);(1066, 483);(954, 551);(977, 371);(1022, 484);(999, 663);(1044, 123);(1044, 145);(1021, 146);(1043, 146);(0, 0)
630;(1066, 146);(999, 214);(977, 213);(932, 304);(909, 393);(1021, 214);(999, 326);(999, 528);(976, 393);(1089, 438);(999, 663);(976, 371);(1021, 483);(999, 641);(1044, 145);(1044, 146);(1021, 146);(1043, 146);(0, 0)
631;(1066, 146);(999, 236);(977, 235);(931, 325);(909, 393);(1021, 236);(998, 326);(999, 506);(976, 393);(1111, 416);(999, 663);(976, 393);(1021, 484);(999, 663);(1044, 146);(1044, 146);(1021, 168);(1043, 146);(0, 0)
632;(1066, 146);(999, 236);(977, 236);(931, 326);(909, 394);(1021, 236);(976, 326);(1021, 528);(976, 393);(1111, 394);(999, 663);(977, 393);(1044, 506);(999, 663);(1044, 146);(1044, 146);(1021, 168);(1043, 146);(0, 0)
633;(1066, 146);(999, 236);(977, 236);(932, 326);(931, 415);(1021, 236);(931, 326);(909, 393);(976, 393);(1111, 415);(999, 663);(999, 371);(1066, 506);(999, 663);(1044, 146);(1044, 146);(1021, 168);(1043, 146);(0, 0)
634;(1066, 146);(999, 236);(977, 236);(954, 326);(954, 416);(1021, 236);(999, 326);(1022, 348);(976, 393);(1111, 416);(999, 528);(998, 393);(1044, 528);(999, 663);(1044, 146);(1044, 146);(1021, 168);(1043, 146);(0, 0)
635;(1066, 146);(999, 236);(998, 236);(954, 326);(954, 416);(1021, 236);(999, 326);(1022, 348);(976, 393);(1111, 416);(999, 528);(998, 393);(1044, 529);(999, 663);(1044, 146);(1044, 146);(1021, 168);(1044, 168);(0, 0)
636;(1066, 146);(999, 236);(998, 235);(954, 326);(999, 416);(1021, 236);(1021, 348);(1066, 393);(954, 393);(1089, 460);(976, 529);(999, 393);(1044, 528);(999, 663);(1044, 146);(1044, 146);(1021, 168);(1043, 146);(0, 0)
