;head;neck;right_shoulder;right_elbow;right_wrist;left_shoulder;left_elbow;left_wrist;right_hip;right_knee;right_foot;left_hip;left_knee;left_foot;right_eye;left_eye;right_ear;left_ear;indet
26;(684, 214);(684, 281);(639, 281);(572, 326);(595, 259);(729, 281);(775, 326);(774, 259);(640, 438);(550, 528);(527, 641);(707, 438);(796, 529);(841, 663);(662, 213);(685, 213);(662, 213);(707, 213);(0, 0)
27;(662, 214);(662, 281);(617, 281);(549, 326);(550, 259);(707, 281);(752, 326);(729, 258);(639, 438);(550, 528);(527, 641);(707, 438);(774, 528);(841, 663);(640, 213);(662, 213);(639, 213);(685, 213);(0, 0)
28;(639, 213);(640, 281);(595, 281);(527, 326);(527, 258);(707, 281);(685, 326);(662, 258);(618, 438);(549, 528);(527, 641);(707, 438);(774, 528);(841, 641);(639, 191);(640, 213);(617, 213);(684, 213);(0, 0)
29;(639, 213);(640, 281);(595, 281);(527, 326);(527, 258);(707, 281);(685, 326);(662, 258);(618, 438);(549, 528);(527, 641);(707, 438);(774, 528);(841, 641);(639, 191);(662, 191);(617, 213);(684, 213);(0, 0)
30;(639, 213);(618, 280);(594, 281);(527, 325);(505, 259);(684, 280);(640, 325);(617, 258);(617, 438);(549, 528);(527, 641);(685, 438);(774, 528);(842, 618);(617, 191);(640, 191);(595, 213);(662, 213);(0, 0)
31;(617, 213);(617, 259);(594, 258);(527, 325);(505, 281);(640, 280);(594, 303);(550, 236);(617, 438);(549, 528);(527, 641);(684, 416);(752, 528);(842, 596);(595, 191);(617, 191);(594, 191);(640, 213);(0, 0)
32;(594, 191);(617, 258);(595, 258);(550, 326);(572, 348);(617, 259);(549, 303);(527, 236);(617, 416);(549, 528);(527, 641);(662, 416);(752, 528);(842, 596);(594, 191);(595, 191);(594, 191);(639, 191);(0, 0)
33;(572, 191);(595, 258);(617, 258);(527, 326);(505, 213);(595, 258);(505, 303);(505, 236);(617, 416);(527, 506);(527, 641);(662, 416);(730, 528);(842, 574);(572, 190);(572, 191);(573, 191);(617, 191);(0, 0)
34;(550, 191);(595, 258);(617, 258);(550, 258);(528, 258);(594, 259);(482, 303);(505, 258);(617, 416);(527, 506);(527, 641);(640, 416);(729, 528);(842, 573);(550, 191);(572, 191);(639, 213);(595, 191);(0, 0)
35;(550, 191);(595, 258);(617, 258);(595, 348);(549, 258);(594, 259);(482, 303);(505, 258);(617, 416);(527, 506);(527, 641);(640, 416);(729, 528);(842, 573);(550, 191);(572, 191);(639, 213);(595, 191);(0, 0)
36;(550, 191);(595, 259);(639, 259);(595, 348);(527, 258);(550, 280);(482, 303);(505, 258);(640, 416);(729, 528);(841, 596);(595, 438);(527, 528);(527, 641);(550, 191);(550, 191);(572, 213);(594, 213);(0, 0)
37;(550, 213);(595, 280);(639, 281);(639, 348);(617, 370);(550, 280);(482, 325);(505, 258);(639, 416);(707, 529);(819, 618);(595, 438);(505, 528);(527, 663);(572, 213);(550, 191);(572, 213);(594, 213);(0, 0)
38;(550, 213);(595, 281);(639, 281);(640, 370);(639, 348);(550, 281);(482, 326);(505, 259);(639, 438);(505, 506);(819, 618);(595, 438);(706, 551);(527, 663);(572, 213);(550, 191);(617, 214);(594, 213);(0, 0)
39;(550, 213);(595, 281);(639, 281);(639, 371);(617, 371);(550, 281);(482, 326);(505, 280);(639, 438);(505, 506);(797, 618);(595, 438);(685, 551);(527, 663);(572, 213);(550, 213);(617, 214);(594, 213);(0, 0)
40;(550, 213);(595, 281);(639, 281);(595, 371);(819, 618);(550, 281);(482, 326);(505, 280);(639, 438);(505, 506);(797, 618);(617, 438);(706, 551);(505, 641);(572, 213);(550, 213);(572, 213);(594, 213);(0, 0)
41;(550, 213);(595, 281);(639, 281);(595, 371);(819, 618);(550, 281);(482, 326);(505, 280);(639, 438);(505, 506);(797, 618);(595, 438);(706, 551);(505, 641);(572, 213);(550, 213);(572, 213);(594, 213);(0, 0)
42;(550, 213);(595, 281);(617, 281);(573, 348);(572, 348);(550, 281);(482, 326);(505, 259);(639, 416);(505, 506);(819, 618);(617, 438);(707, 550);(505, 641);(572, 213);(550, 191);(572, 213);(594, 213);(0, 0)
43;(550, 191);(594, 259);(617, 259);(573, 348);(819, 618);(572, 280);(483, 325);(505, 258);(617, 416);(505, 506);(819, 618);(639, 416);(707, 528);(505, 641);(572, 191);(550, 191);(572, 213);(594, 213);(0, 0)
44;(550, 191);(595, 258);(617, 258);(595, 348);(505, 213);(594, 258);(505, 303);(505, 236);(595, 416);(527, 528);(527, 641);(640, 416);(729, 528);(819, 596);(572, 191);(550, 190);(864, 686);(594, 191);(0, 0)
45;(550, 191);(595, 258);(594, 258);(550, 326);(550, 348);(617, 258);(527, 303);(527, 236);(595, 416);(527, 506);(527, 641);(662, 416);(730, 528);(819, 618);(572, 191);(550, 169);(572, 191);(594, 191);(0, 0)
46;(572, 190);(595, 258);(573, 258);(528, 326);(505, 280);(617, 236);(572, 281);(550, 214);(617, 416);(549, 528);(527, 641);(662, 415);(752, 506);(819, 618);(572, 191);(572, 168);(573, 191);(595, 190);(0, 0)
47;(572, 190);(595, 258);(573, 258);(528, 326);(505, 280);(617, 236);(572, 281);(550, 214);(617, 416);(549, 528);(527, 641);(662, 394);(752, 506);(819, 618);(572, 191);(572, 168);(573, 191);(595, 190);(0, 0)
48;(572, 191);(617, 258);(572, 258);(527, 326);(505, 280);(640, 236);(617, 303);(594, 236);(617, 416);(549, 528);(527, 641);(684, 394);(752, 506);(819, 618);(550, 191);(572, 169);(594, 191);(595, 191);(0, 0)
49;(572, 191);(617, 258);(572, 258);(527, 326);(505, 259);(662, 236);(662, 303);(617, 236);(617, 416);(550, 528);(527, 641);(684, 415);(752, 506);(819, 640);(572, 168);(594, 168);(617, 191);(617, 190);(0, 0)
50;(595, 191);(639, 258);(594, 259);(527, 326);(505, 280);(684, 258);(685, 303);(662, 236);(617, 416);(550, 528);(527, 641);(684, 416);(752, 506);(819, 641);(594, 169);(595, 169);(617, 191);(640, 191);(0, 0)
51;(617, 191);(640, 259);(594, 281);(528, 348);(527, 280);(685, 258);(729, 304);(707, 236);(617, 438);(550, 528);(527, 641);(685, 416);(774, 528);(819, 641);(617, 191);(639, 191);(617, 191);(662, 191);(0, 0)
52;(662, 191);(662, 280);(595, 281);(550, 348);(572, 280);(707, 280);(752, 325);(729, 258);(617, 438);(550, 529);(527, 641);(685, 438);(774, 528);(819, 641);(640, 191);(662, 191);(639, 213);(684, 213);(0, 0)
53;(662, 191);(662, 280);(595, 281);(550, 348);(572, 281);(707, 280);(752, 325);(729, 258);(617, 438);(550, 528);(527, 641);(685, 438);(774, 528);(819, 641);(640, 191);(662, 191);(639, 213);(684, 213);(0, 0)
54;(685, 213);(684, 281);(617, 281);(573, 348);(595, 281);(729, 281);(796, 326);(774, 258);(639, 438);(572, 550);(527, 641);(707, 438);(796, 528);(819, 641);(684, 191);(707, 191);(662, 213);(707, 213);(0, 0)
55;(729, 213);(684, 280);(639, 281);(617, 348);(662, 280);(729, 281);(797, 326);(797, 258);(639, 438);(572, 551);(527, 641);(707, 438);(797, 528);(819, 641);(707, 191);(729, 191);(684, 213);(707, 191);(0, 0)
56;(752, 191);(707, 280);(662, 259);(662, 326);(707, 280);(752, 281);(819, 326);(797, 258);(662, 438);(594, 550);(527, 641);(707, 438);(797, 528);(819, 641);(729, 191);(752, 191);(707, 213);(730, 191);(0, 0)
57;(774, 191);(729, 258);(685, 258);(729, 326);(774, 258);(752, 259);(819, 325);(819, 258);(662, 416);(594, 528);(527, 618);(729, 416);(797, 506);(819, 641);(752, 191);(774, 191);(729, 191);(752, 191);(0, 0)
58;(774, 191);(729, 258);(707, 258);(774, 304);(819, 258);(752, 258);(775, 325);(797, 259);(662, 416);(595, 528);(505, 618);(729, 416);(797, 506);(819, 641);(752, 190);(774, 169);(729, 191);(752, 191);(0, 0)
59;(774, 191);(729, 258);(707, 258);(774, 304);(819, 258);(752, 258);(796, 304);(797, 259);(662, 416);(595, 528);(505, 618);(729, 416);(797, 506);(819, 641);(752, 190);(774, 169);(729, 191);(752, 191);(0, 0)
60;(775, 191);(751, 258);(729, 258);(819, 304);(819, 259);(752, 258);(819, 303);(819, 258);(684, 416);(617, 528);(505, 596);(729, 416);(797, 506);(819, 641);(774, 190);(774, 191);(751, 191);(774, 191);(0, 0)
61;(797, 191);(752, 258);(774, 258);(842, 304);(841, 258);(729, 236);(797, 281);(819, 258);(685, 416);(617, 528);(505, 596);(729, 416);(797, 506);(819, 641);(775, 169);(797, 169);(752, 191);(774, 191);(0, 0)
62;(797, 191);(752, 258);(775, 258);(864, 325);(820, 258);(707, 258);(729, 370);(819, 258);(707, 416);(617, 528);(819, 641);(685, 415);(797, 506);(819, 641);(797, 191);(796, 191);(752, 191);(774, 191);(0, 0)
63;(797, 191);(752, 258);(796, 258);(864, 326);(864, 304);(707, 258);(707, 371);(819, 303);(730, 438);(819, 506);(819, 641);(685, 416);(639, 528);(527, 596);(797, 191);(797, 191);(774, 191);(774, 191);(0, 0)
64;(819, 213);(752, 259);(797, 258);(864, 326);(864, 326);(707, 280);(729, 371);(819, 303);(751, 438);(819, 506);(819, 641);(707, 416);(639, 529);(527, 618);(797, 191);(797, 191);(774, 213);(729, 191);(0, 0)
65;(819, 213);(752, 259);(797, 258);(864, 326);(864, 326);(707, 280);(729, 371);(819, 303);(751, 438);(819, 506);(819, 641);(707, 416);(639, 529);(527, 618);(797, 191);(797, 191);(774, 213);(729, 191);(0, 0)
66;(819, 213);(752, 280);(797, 280);(864, 326);(864, 326);(707, 281);(729, 371);(819, 304);(751, 438);(639, 551);(819, 641);(707, 438);(820, 506);(527, 618);(797, 191);(797, 191);(774, 213);(729, 213);(0, 0)
67;(819, 213);(752, 281);(797, 280);(864, 348);(864, 325);(707, 281);(729, 371);(819, 304);(752, 438);(841, 506);(819, 641);(707, 438);(661, 550);(527, 618);(797, 191);(797, 213);(774, 213);(729, 213);(0, 0)
68;(819, 213);(752, 280);(797, 280);(864, 326);(864, 326);(707, 280);(730, 371);(819, 304);(751, 438);(639, 551);(819, 641);(707, 438);(820, 506);(527, 618);(797, 191);(797, 213);(774, 213);(729, 213);(0, 0)
69;(819, 213);(752, 259);(797, 258);(864, 326);(864, 303);(707, 259);(729, 370);(819, 303);(751, 438);(819, 528);(819, 641);(707, 416);(640, 550);(527, 618);(797, 191);(797, 191);(774, 213);(752, 213);(0, 0)
70;(819, 191);(752, 258);(775, 258);(864, 325);(841, 258);(729, 258);(729, 371);(841, 258);(707, 416);(639, 528);(527, 618);(751, 416);(819, 506);(819, 641);(797, 191);(797, 191);(774, 191);(775, 191);(0, 0)
71;(819, 191);(752, 258);(775, 258);(864, 325);(841, 258);(729, 258);(729, 371);(841, 258);(707, 416);(639, 528);(527, 618);(751, 416);(819, 506);(819, 641);(797, 191);(797, 191);(774, 191);(775, 191);(0, 0)
72;(797, 191);(752, 236);(752, 258);(842, 303);(842, 258);(751, 236);(752, 326);(820, 258);(685, 415);(639, 528);(527, 618);(729, 415);(797, 506);(819, 641);(797, 168);(797, 190);(774, 191);(774, 169);(0, 0)
73;(797, 190);(752, 236);(752, 236);(841, 303);(842, 258);(774, 236);(819, 281);(819, 258);(684, 393);(617, 528);(527, 618);(729, 394);(796, 528);(819, 641);(797, 168);(797, 169);(774, 190);(774, 169);(0, 0)
74;(797, 190);(752, 236);(729, 236);(819, 303);(820, 258);(774, 236);(819, 303);(819, 258);(684, 394);(617, 528);(527, 618);(729, 394);(796, 528);(819, 641);(775, 168);(796, 168);(752, 190);(774, 168);(0, 0)
75;(775, 191);(730, 236);(707, 236);(752, 281);(819, 236);(774, 258);(841, 303);(841, 258);(662, 415);(595, 528);(549, 619);(729, 394);(796, 528);(819, 641);(774, 168);(796, 168);(751, 190);(752, 258);(0, 0)
76;(774, 191);(729, 258);(685, 236);(730, 303);(775, 258);(774, 258);(841, 303);(819, 258);(662, 415);(595, 528);(549, 640);(729, 416);(797, 528);(819, 641);(752, 168);(774, 168);(729, 190);(752, 169);(0, 0)
77;(774, 191);(729, 258);(685, 236);(729, 303);(775, 258);(774, 258);(841, 303);(819, 258);(662, 415);(595, 528);(549, 640);(729, 416);(797, 528);(819, 641);(752, 168);(774, 168);(729, 190);(752, 169);(0, 0)
78;(752, 191);(707, 258);(662, 258);(707, 303);(752, 258);(752, 258);(841, 303);(797, 258);(662, 416);(594, 528);(550, 641);(729, 416);(797, 528);(819, 641);(752, 190);(752, 191);(707, 191);(752, 191);(0, 0)
79;(730, 191);(707, 258);(662, 258);(662, 303);(707, 258);(751, 258);(819, 304);(774, 258);(640, 416);(573, 528);(549, 641);(729, 416);(797, 528);(819, 641);(729, 191);(730, 191);(685, 191);(729, 191);(0, 0)
80;(707, 213);(684, 259);(639, 280);(617, 304);(662, 258);(729, 259);(796, 325);(752, 258);(640, 438);(572, 528);(528, 641);(729, 416);(797, 528);(819, 641);(707, 191);(729, 191);(662, 213);(707, 191);(0, 0)
81;(684, 213);(662, 258);(618, 259);(594, 304);(617, 258);(707, 258);(752, 304);(707, 258);(639, 438);(550, 528);(527, 641);(707, 438);(796, 528);(819, 641);(662, 191);(685, 191);(640, 213);(707, 213);(0, 0)
82;(640, 213);(662, 259);(617, 259);(550, 304);(595, 258);(707, 259);(707, 303);(662, 258);(639, 438);(550, 528);(527, 641);(707, 438);(775, 528);(819, 641);(640, 191);(662, 191);(640, 235);(684, 213);(0, 0)
83;(640, 213);(662, 259);(617, 259);(550, 304);(595, 258);(707, 259);(707, 303);(662, 258);(639, 438);(550, 528);(527, 641);(707, 438);(775, 528);(819, 641);(640, 191);(662, 191);(640, 235);(684, 213);(0, 0)
84;(617, 191);(640, 258);(595, 259);(527, 304);(550, 258);(685, 259);(662, 303);(617, 258);(618, 438);(550, 506);(527, 641);(707, 438);(774, 528);(841, 640);(617, 191);(639, 191);(662, 236);(662, 191);(0, 0)
85;(595, 191);(639, 258);(595, 258);(527, 304);(527, 258);(662, 258);(617, 303);(572, 236);(617, 416);(550, 506);(527, 641);(685, 416);(774, 528);(842, 618);(595, 191);(617, 191);(617, 191);(639, 191);(0, 0)
86;(573, 191);(617, 258);(595, 258);(572, 326);(572, 280);(640, 258);(550, 303);(549, 236);(617, 416);(550, 506);(527, 641);(684, 416);(752, 528);(842, 596);(572, 191);(595, 191);(617, 191);(617, 191);(0, 0)
87;(572, 191);(617, 258);(639, 258);(617, 326);(528, 258);(617, 258);(527, 303);(549, 258);(618, 416);(550, 506);(527, 641);(684, 416);(752, 528);(842, 595);(594, 191);(573, 190);(595, 191);(617, 191);(0, 0)
88;(572, 191);(617, 258);(639, 258);(505, 326);(550, 258);(595, 258);(505, 303);(527, 258);(617, 416);(550, 506);(527, 641);(662, 416);(751, 528);(842, 595);(550, 190);(572, 190);(595, 213);(595, 191);(0, 0)
89;(572, 191);(617, 258);(639, 258);(617, 325);(550, 258);(595, 258);(505, 303);(528, 258);(617, 416);(550, 506);(527, 641);(662, 416);(751, 528);(842, 595);(550, 169);(572, 190);(595, 213);(595, 191);(0, 0)
90;(572, 191);(617, 258);(640, 258);(617, 303);(550, 258);(572, 259);(483, 303);(527, 258);(617, 416);(549, 506);(864, 596);(662, 416);(729, 528);(527, 641);(572, 191);(572, 190);(594, 191);(595, 191);(0, 0)
91;(550, 191);(617, 259);(640, 258);(617, 348);(527, 258);(572, 259);(482, 304);(550, 236);(662, 416);(549, 506);(842, 596);(617, 416);(729, 528);(527, 663);(572, 191);(572, 191);(639, 213);(594, 191);(0, 0)
92;(550, 213);(617, 280);(640, 280);(617, 348);(617, 370);(572, 280);(483, 325);(505, 281);(662, 416);(527, 506);(841, 618);(639, 438);(707, 529);(527, 663);(572, 213);(550, 191);(639, 235);(594, 213);(0, 0)
93;(550, 213);(595, 281);(640, 281);(617, 348);(527, 281);(572, 281);(482, 326);(482, 281);(618, 438);(527, 506);(819, 618);(639, 438);(707, 551);(527, 663);(572, 213);(550, 191);(639, 236);(594, 213);(0, 0)
94;(550, 213);(595, 281);(640, 281);(617, 349);(617, 371);(572, 281);(482, 326);(482, 303);(617, 438);(527, 506);(819, 618);(639, 439);(707, 551);(527, 663);(572, 213);(550, 213);(639, 236);(594, 213);(0, 0)
95;(550, 213);(595, 281);(640, 281);(617, 349);(617, 371);(572, 281);(482, 326);(482, 303);(617, 438);(527, 506);(819, 618);(639, 439);(707, 551);(527, 663);(572, 213);(550, 213);(639, 236);(594, 213);(0, 0)
96;(550, 213);(595, 281);(640, 281);(617, 348);(842, 618);(572, 281);(482, 326);(550, 258);(595, 438);(527, 506);(820, 618);(639, 438);(707, 551);(527, 663);(572, 213);(550, 213);(639, 236);(594, 213);(0, 0)
97;(550, 213);(595, 281);(639, 280);(617, 348);(572, 281);(572, 281);(482, 326);(549, 258);(662, 416);(527, 506);(841, 618);(617, 438);(707, 529);(527, 663);(572, 213);(550, 191);(572, 213);(594, 213);(0, 0)
98;(550, 191);(595, 259);(639, 259);(595, 348);(550, 281);(572, 280);(483, 304);(527, 258);(662, 416);(527, 506);(842, 618);(640, 416);(729, 528);(527, 663);(572, 213);(550, 191);(572, 213);(594, 213);(0, 0)
99;(550, 191);(595, 258);(617, 258);(595, 326);(549, 258);(595, 258);(505, 303);(527, 258);(617, 416);(527, 506);(527, 641);(662, 416);(730, 528);(841, 596);(572, 191);(572, 190);(572, 191);(594, 191);(0, 0)
100;(550, 191);(595, 258);(595, 236);(550, 326);(528, 258);(617, 258);(527, 303);(528, 258);(617, 416);(549, 506);(528, 641);(662, 416);(752, 528);(841, 596);(572, 191);(572, 168);(527, 236);(595, 191);(0, 0)
101;(550, 191);(617, 258);(595, 236);(550, 326);(549, 258);(617, 258);(527, 303);(528, 258);(617, 416);(549, 506);(528, 641);(662, 416);(752, 528);(841, 596);(572, 191);(572, 168);(527, 236);(595, 191);(0, 0)
102;(572, 190);(617, 236);(594, 258);(572, 326);(549, 281);(639, 236);(550, 303);(549, 258);(617, 416);(550, 528);(527, 641);(684, 415);(752, 528);(842, 618);(572, 190);(572, 168);(595, 169);(595, 169);(0, 0)
103;(572, 169);(617, 236);(594, 236);(527, 325);(527, 280);(662, 236);(595, 281);(572, 236);(617, 416);(550, 528);(527, 641);(684, 394);(752, 506);(841, 618);(573, 168);(572, 168);(595, 169);(617, 169);(0, 0)
104;(572, 169);(617, 258);(573, 258);(527, 325);(549, 258);(662, 236);(639, 303);(595, 236);(617, 416);(550, 528);(527, 641);(685, 415);(774, 506);(841, 641);(572, 168);(594, 168);(639, 213);(617, 190);(0, 0)
105;(595, 190);(639, 258);(594, 258);(527, 325);(550, 258);(684, 236);(684, 281);(639, 258);(617, 416);(550, 528);(527, 641);(685, 415);(774, 528);(819, 641);(595, 168);(617, 168);(617, 191);(640, 190);(0, 0)
106;(617, 191);(640, 258);(595, 258);(528, 326);(572, 259);(707, 258);(729, 303);(684, 258);(617, 416);(550, 528);(527, 641);(685, 416);(774, 528);(819, 641);(617, 169);(639, 169);(640, 213);(662, 191);(0, 0)
107;(617, 191);(640, 258);(595, 258);(528, 326);(572, 259);(707, 258);(729, 303);(684, 258);(617, 438);(550, 528);(527, 641);(685, 416);(774, 528);(819, 641);(617, 169);(639, 169);(640, 213);(662, 191);(0, 0)
108;(662, 191);(662, 258);(617, 258);(572, 326);(595, 281);(707, 258);(774, 303);(707, 258);(617, 438);(572, 529);(528, 663);(707, 438);(775, 528);(819, 663);(640, 191);(662, 191);(639, 191);(684, 191);(0, 0)
109;(685, 191);(662, 258);(639, 258);(595, 326);(662, 258);(729, 258);(796, 304);(751, 258);(639, 438);(572, 529);(528, 663);(707, 438);(797, 528);(819, 663);(684, 191);(685, 191);(662, 191);(707, 191);(0, 0)
110;(707, 191);(685, 258);(661, 258);(640, 304);(685, 259);(730, 258);(819, 304);(774, 258);(640, 438);(572, 550);(527, 641);(707, 438);(797, 528);(819, 663);(707, 191);(729, 191);(684, 191);(752, 168);(0, 0)
111;(751, 191);(707, 258);(662, 258);(685, 303);(730, 258);(752, 258);(820, 304);(797, 258);(662, 438);(595, 529);(527, 641);(729, 416);(797, 506);(819, 663);(729, 190);(752, 169);(707, 191);(730, 191);(0, 0)
112;(774, 191);(729, 258);(685, 258);(730, 303);(775, 258);(774, 258);(820, 303);(819, 258);(662, 416);(595, 528);(527, 618);(729, 416);(797, 528);(819, 663);(752, 169);(774, 169);(729, 191);(752, 191);(0, 0)
113;(774, 191);(729, 258);(685, 258);(730, 303);(775, 258);(774, 258);(820, 303);(819, 258);(662, 416);(595, 528);(527, 618);(729, 416);(797, 528);(819, 663);(752, 169);(774, 169);(729, 191);(752, 191);(0, 0)
114;(774, 191);(729, 258);(707, 236);(797, 303);(819, 258);(752, 258);(797, 303);(797, 258);(684, 416);(617, 528);(527, 596);(729, 416);(797, 506);(819, 663);(774, 169);(774, 190);(730, 190);(751, 258);(0, 0)
115;(796, 190);(752, 236);(751, 236);(841, 303);(819, 236);(752, 236);(752, 326);(797, 258);(684, 416);(617, 528);(505, 596);(729, 416);(797, 506);(819, 641);(774, 168);(796, 168);(752, 190);(774, 169);(0, 0)
116;(797, 191);(752, 236);(752, 236);(864, 281);(841, 236);(751, 236);(864, 281);(819, 258);(685, 416);(617, 528);(527, 595);(730, 416);(797, 506);(819, 663);(797, 168);(797, 190);(774, 190);(774, 169);(0, 0)
